date_agg,week_date,days_since_coinbase,herfindal_index
202026,2020-02-03,143,0.17416769027339443
202026,2020-02-03,144,0.18043811247274075
202026,2020-02-03,145,0.18077144427540823
202026,2020-02-03,146,0.17471189530440964
202026,2020-02-03,147,0.1607654935061936
202026,2020-02-03,148,0.15256197407120545
202027,2020-02-10,0,0.991306407318332
202027,2020-02-10,1,0.65738647883133827
202027,2020-02-10,2,0.30411770500512958
202027,2020-02-10,3,0.22628363054004549
202027,2020-02-10,4,0.20292052191352034
202027,2020-02-10,5,0.19502230730944312
202027,2020-02-10,6,0.18809878102026703
202027,2020-02-10,7,0.18394912210902639
202027,2020-02-10,8,0.18177655248195557
202027,2020-02-10,9,0.17940661080616541
202027,2020-02-10,10,0.17708022530111317
202027,2020-02-10,11,0.17533079888924666
202027,2020-02-10,12,0.16966734184867061
202027,2020-02-10,13,0.16712177596185512
202027,2020-02-10,14,0.16597495847190533
202027,2020-02-10,15,0.16502325368785425
202027,2020-02-10,16,0.16325763818358938
202027,2020-02-10,17,0.161583230080546
202027,2020-02-10,18,0.16075040085632944
202027,2020-02-10,19,0.16022402749505019
202027,2020-02-10,20,0.15987350654803925
202027,2020-02-10,21,0.15940541594233179
202027,2020-02-10,22,0.15915589990548187
202027,2020-02-10,23,0.15647869938127951
202027,2020-02-10,24,0.15595429929661928
202027,2020-02-10,25,0.15561523676954342
202027,2020-02-10,26,0.15534562503218502
202027,2020-02-10,27,0.15532353341764962
202027,2020-02-10,28,0.15529167525007062
202027,2020-02-10,29,0.15526252257365156
202027,2020-02-10,30,0.15519446419530333
202027,2020-02-10,31,0.15512819439829656
202027,2020-02-10,32,0.15512075643024165
202027,2020-02-10,33,0.15512001590224997
202027,2020-02-10,34,0.15507120166672553
202027,2020-02-10,35,0.15476673832808707
202027,2020-02-10,36,0.1541122096689288
202027,2020-02-10,37,0.15379447946751079
202027,2020-02-10,38,0.15378787263168744
202027,2020-02-10,39,0.15378639047288428
202027,2020-02-10,40,0.15377751579902083
202027,2020-02-10,41,0.15377456331912814
202027,2020-02-10,42,0.15375105324210878
202027,2020-02-10,43,0.15375046838627554
202027,2020-02-10,44,0.15351691052025346
202027,2020-02-10,45,0.153511824354676
202027,2020-02-10,46,0.15351166301649258
202027,2020-02-10,47,0.15351112250140136
202027,2020-02-10,48,0.15350516072118012
202027,2020-02-10,49,0.15350231338056913
202027,2020-02-10,50,0.15350125448286378
202027,2020-02-10,51,0.15344720704023743
202027,2020-02-10,52,0.15344697215773603
202027,2020-02-10,53,0.15259639322058735
202027,2020-02-10,54,0.15258481705337865
202027,2020-02-10,55,0.15250480086326393
202027,2020-02-10,56,0.15246462840168129
202027,2020-02-10,57,0.15246072497285107
202027,2020-02-10,58,0.15244117505747168
202027,2020-02-10,59,0.1524408017708612
202027,2020-02-10,60,0.15243900716257511
202027,2020-02-10,61,0.15243853046680125
202027,2020-02-10,62,0.1524382344345285
202027,2020-02-10,63,0.15243788616477097
202027,2020-02-10,64,0.15227962248912533
202027,2020-02-10,65,0.15226854579895585
202027,2020-02-10,66,0.15226731220296494
202027,2020-02-10,67,0.15226680062526116
202027,2020-02-10,68,0.15226589129817275
202027,2020-02-10,69,0.15226533963295674
202027,2020-02-10,70,0.1522647099729201
202027,2020-02-10,71,0.15226357802504822
202027,2020-02-10,72,0.15226212697221561
202027,2020-02-10,73,0.15226197698115057
202027,2020-02-10,74,0.15226181388625526
