month,bucket,bucket_type,tx_count
2012-06-01,$0.0004-$0.0005,usd,113
2012-06-01,$0.0005-$0.00065,usd,119
2012-06-01,$0.00065-$0.0009,usd,77
2012-06-01,$0.0009-$0.001,usd,39
2012-06-01,$0.001-$0.0015,usd,73
2012-06-01,$0.0015-$0.002,usd,20
2012-06-01,$0.002-$0.003,usd,43
2012-06-01,$0.003-$0.0045,usd,10
2012-06-01,$0.0045-$0.007,usd,4
2012-06-01,$0.007-$0.01,usd,1
2012-06-01,$0.01-$0.15,usd,3
2012-07-01,0,sats,190803
2012-07-01,0-2,sats,700
2012-07-01,100-130,sats,94760
2012-07-01,12-18,sats,682
2012-07-01,130-170,sats,23363
2012-07-01,170-220,sats,254730
2012-07-01,18-24,sats,1689
2012-07-01,2-4,sats,174
2012-07-01,220-350,sats,199347
2012-07-01,24-30,sats,466
2012-07-01,30-40,sats,4042
2012-07-01,350-600,sats,5340
2012-07-01,4-6,sats,179
2012-07-01,40-50,sats,3603
2012-07-01,50-60,sats,17146
2012-07-01,6-9,sats,233
2012-07-01,60-80,sats,62860
2012-07-01,600+,sats,8864
2012-07-01,80-100,sats,26023
2012-07-01,9-12,sats,221
2012-07-01,$0,usd,190803
2012-07-01,$0-$0.00005,usd,695643
2012-07-01,$0.00005-$0.00008,usd,1021
2012-07-01,$0.00008-$0.0001,usd,781
2012-07-01,$0.0001-$0.00015,usd,2023
2012-07-01,$0.00015-$0.0002,usd,1429
2012-07-01,$0.0002-$0.00025,usd,481
2012-07-01,$0.00025-$0.0003,usd,762
2012-07-01,$0.0003-$0.0004,usd,1286
2012-07-01,$0.0004-$0.0005,usd,324
2012-07-01,$0.0005-$0.00065,usd,134
2012-07-01,$0.00065-$0.0009,usd,134
2012-07-01,$0.0009-$0.001,usd,39
2012-07-01,$0.001-$0.0015,usd,122
2012-07-01,$0.0015-$0.002,usd,114
2012-07-01,$0.002-$0.003,usd,44
2012-07-01,$0.003-$0.0045,usd,41
2012-07-01,$0.0045-$0.007,usd,20
2012-07-01,$0.007-$0.01,usd,11
2012-07-01,$0.01-$0.15,usd,12
2012-07-01,$0.15+,usd,1
2012-08-01,0,sats,239447
2012-08-01,0-2,sats,877
2012-08-01,100-130,sats,107961
2012-08-01,12-18,sats,669
2012-08-01,130-170,sats,24849
2012-08-01,170-220,sats,297352
2012-08-01,18-24,sats,1559
2012-08-01,2-4,sats,219
2012-08-01,220-350,sats,256563
2012-08-01,24-30,sats,411
2012-08-01,30-40,sats,1814
2012-08-01,350-600,sats,27705
2012-08-01,4-6,sats,220
2012-08-01,40-50,sats,2740
2012-08-01,50-60,sats,19417
2012-08-01,6-9,sats,279
2012-08-01,60-80,sats,66278
2012-08-01,600+,sats,16094
2012-08-01,80-100,sats,27866
2012-08-01,9-12,sats,236
2012-08-01,$0,usd,239447
2012-08-01,$0-$0.00005,usd,826777
2012-08-01,$0.00005-$0.00008,usd,10831
2012-08-01,$0.00008-$0.0001,usd,948
2012-08-01,$0.0001-$0.00015,usd,2477
2012-08-01,$0.00015-$0.0002,usd,1915
2012-08-01,$0.0002-$0.00025,usd,2663
2012-08-01,$0.00025-$0.0003,usd,1098
2012-08-01,$0.0003-$0.0004,usd,1255
2012-08-01,$0.0004-$0.0005,usd,3724
2012-08-01,$0.0005-$0.00065,usd,637
2012-08-01,$0.00065-$0.0009,usd,167
2012-08-01,$0.0009-$0.001,usd,42
2012-08-01,$0.001-$0.0015,usd,181
2012-08-01,$0.0015-$0.002,usd,88
2012-08-01,$0.002-$0.003,usd,145
2012-08-01,$0.003-$0.0045,usd,31
2012-08-01,$0.0045-$0.007,usd,73
2012-08-01,$0.007-$0.01,usd,16
2012-08-01,$0.01-$0.15,usd,38
2012-08-01,$0.15+,usd,3
2012-09-01,0,sats,190167
2012-09-01,0-2,sats,759
2012-09-01,100-130,sats,104388
2012-09-01,12-18,sats,1428
2012-09-01,130-170,sats,30552
2012-09-01,170-220,sats,292965
2012-09-01,18-24,sats,1956
2012-09-01,2-4,sats,202
2012-09-01,220-350,sats,177624
2012-09-01,24-30,sats,1827
2012-09-01,30-40,sats,4131
2012-09-01,350-600,sats,8253
2012-09-01,4-6,sats,256
2012-09-01,40-50,sats,3473
2012-09-01,50-60,sats,17259
2012-09-01,6-9,sats,361
2012-09-01,60-80,sats,60110
2012-09-01,600+,sats,18966
2012-09-01,80-100,sats,26114
2012-09-01,9-12,sats,559
2012-09-01,$0,usd,190167
2012-09-01,$0-$0.00005,usd,730554
2012-09-01,$0.00005-$0.00008,usd,2829
2012-09-01,$0.00008-$0.0001,usd,974
2012-09-01,$0.0001-$0.00015,usd,2809
2012-09-01,$0.00015-$0.0002,usd,1352
2012-09-01,$0.0002-$0.00025,usd,3283
2012-09-01,$0.00025-$0.0003,usd,1304
2012-09-01,$0.0003-$0.0004,usd,2052
2012-09-01,$0.0004-$0.0005,usd,4400
2012-09-01,$0.0005-$0.00065,usd,865
2012-09-01,$0.00065-$0.0009,usd,218
2012-09-01,$0.0009-$0.001,usd,48
2012-09-01,$0.001-$0.0015,usd,142
2012-09-01,$0.0015-$0.002,usd,104
2012-09-01,$0.002-$0.003,usd,109
2012-09-01,$0.003-$0.0045,usd,48
2012-09-01,$0.0045-$0.007,usd,48
2012-09-01,$0.007-$0.01,usd,17
2012-09-01,$0.01-$0.15,usd,25
2012-09-01,$0.15+,usd,2
2012-10-01,0,sats,165281
2012-10-01,0-2,sats,726
2012-10-01,100-130,sats,96231
2012-10-01,12-18,sats,1370
2012-10-01,130-170,sats,33182
2012-10-01,170-220,sats,308236
2012-10-01,18-24,sats,1539
2012-10-01,2-4,sats,271
2012-10-01,220-350,sats,151349
2012-10-01,24-30,sats,2963
2012-10-01,30-40,sats,4172
2012-10-01,350-600,sats,27042
2012-10-01,4-6,sats,355
2012-10-01,40-50,sats,4437
2012-10-01,50-60,sats,17682
2012-10-01,6-9,sats,406
2012-10-01,60-80,sats,64055
2012-10-01,600+,sats,23846
2012-10-01,80-100,sats,26986
2012-10-01,9-12,sats,502
2012-10-01,$0,usd,165281
2012-10-01,$0-$0.00005,usd,737148
2012-10-01,$0.00005-$0.00008,usd,5875
2012-10-01,$0.00008-$0.0001,usd,1619
2012-10-01,$0.0001-$0.00015,usd,3955
2012-10-01,$0.00015-$0.0002,usd,1028
2012-10-01,$0.0002-$0.00025,usd,10765
2012-10-01,$0.00025-$0.0003,usd,1633
2012-10-01,$0.0003-$0.0004,usd,542
2012-10-01,$0.0004-$0.0005,usd,955
2012-10-01,$0.0005-$0.00065,usd,964
2012-10-01,$0.00065-$0.0009,usd,208
2012-10-01,$0.0009-$0.001,usd,46
2012-10-01,$0.001-$0.0015,usd,228
2012-10-01,$0.0015-$0.002,usd,108
2012-10-01,$0.002-$0.003,usd,163
2012-10-01,$0.003-$0.0045,usd,42
2012-10-01,$0.0045-$0.007,usd,48
2012-10-01,$0.007-$0.01,usd,11
2012-10-01,$0.01-$0.15,usd,7
2012-10-01,$0.15+,usd,5
2012-11-01,0,sats,142105
2012-11-01,0-2,sats,751
2012-11-01,100-130,sats,72959
2012-11-01,12-18,sats,1102
2012-11-01,130-170,sats,35655
2012-11-01,170-220,sats,183198
2012-11-01,18-24,sats,1235
2012-11-01,2-4,sats,324
2012-11-01,220-350,sats,266660
2012-11-01,24-30,sats,1854
2012-11-01,30-40,sats,3118
2012-11-01,350-600,sats,152707
2012-11-01,4-6,sats,342
2012-11-01,40-50,sats,2892
2012-11-01,50-60,sats,12085
2012-11-01,6-9,sats,451
2012-11-01,60-80,sats,24644
2012-11-01,600+,sats,14629
2012-11-01,80-100,sats,23243
2012-11-01,9-12,sats,506
2012-11-01,$0,usd,142105
2012-11-01,$0-$0.00005,usd,777731
2012-11-01,$0.00005-$0.00008,usd,7342
2012-11-01,$0.00008-$0.0001,usd,1103
2012-11-01,$0.0001-$0.00015,usd,2554
2012-11-01,$0.00015-$0.0002,usd,729
2012-11-01,$0.0002-$0.00025,usd,4623
2012-11-01,$0.00025-$0.0003,usd,1808
2012-11-01,$0.0003-$0.0004,usd,357
2012-11-01,$0.0004-$0.0005,usd,866
2012-11-01,$0.0005-$0.00065,usd,772
2012-11-01,$0.00065-$0.0009,usd,92
2012-11-01,$0.0009-$0.001,usd,45
2012-11-01,$0.001-$0.0015,usd,103
2012-11-01,$0.0015-$0.002,usd,46
2012-11-01,$0.002-$0.003,usd,76
2012-11-01,$0.003-$0.0045,usd,26
2012-11-01,$0.0045-$0.007,usd,51
2012-11-01,$0.007-$0.01,usd,6
2012-11-01,$0.01-$0.15,usd,23
2012-11-01,$0.15+,usd,2
2012-12-01,0,sats,117507
2012-12-01,0-2,sats,643
2012-12-01,100-130,sats,106717
2012-12-01,12-18,sats,659
2012-12-01,130-170,sats,43499
2012-12-01,170-220,sats,247152
2012-12-01,18-24,sats,836
2012-12-01,2-4,sats,225
2012-12-01,220-350,sats,324833
2012-12-01,24-30,sats,1654
2012-12-01,30-40,sats,3592
2012-12-01,350-600,sats,193974
2012-12-01,4-6,sats,167
2012-12-01,40-50,sats,4155
2012-12-01,50-60,sats,16860
2012-12-01,6-9,sats,246
2012-12-01,60-80,sats,34566
2012-12-01,600+,sats,14608
2012-12-01,80-100,sats,29210
2012-12-01,9-12,sats,256
2012-12-01,$0,usd,117507
2012-12-01,$0-$0.00005,usd,824632
2012-12-01,$0.00005-$0.00008,usd,184684
2012-12-01,$0.00008-$0.0001,usd,1317
2012-12-01,$0.0001-$0.00015,usd,2081
2012-12-01,$0.00015-$0.0002,usd,2339
2012-12-01,$0.0002-$0.00025,usd,728
2012-12-01,$0.00025-$0.0003,usd,4763
2012-12-01,$0.0003-$0.0004,usd,867
2012-12-01,$0.0004-$0.0005,usd,192
2012-12-01,$0.0005-$0.00065,usd,1418
2012-12-01,$0.00065-$0.0009,usd,351
2012-12-01,$0.0009-$0.001,usd,49
2012-12-01,$0.001-$0.0015,usd,136
2012-12-01,$0.0015-$0.002,usd,62
2012-12-01,$0.002-$0.003,usd,84
2012-12-01,$0.003-$0.0045,usd,44
2012-12-01,$0.0045-$0.007,usd,50
2012-12-01,$0.007-$0.01,usd,16
2012-12-01,$0.01-$0.15,usd,38
2012-12-01,$0.15+,usd,1
2013-01-01,0,sats,132332
2013-01-01,0-2,sats,1160
2013-01-01,100-130,sats,127005
2013-01-01,12-18,sats,647
2013-01-01,130-170,sats,59546
2013-01-01,170-220,sats,356912
2013-01-01,18-24,sats,976
2013-01-01,2-4,sats,207
2013-01-01,220-350,sats,364378
2013-01-01,24-30,sats,1902
2013-01-01,30-40,sats,4154
2013-01-01,350-600,sats,248201
2013-01-01,4-6,sats,165
2013-01-01,40-50,sats,4872
2013-01-01,50-60,sats,19826
2013-01-01,6-9,sats,209
2013-01-01,60-80,sats,43148
2013-01-01,600+,sats,20345
2013-01-01,80-100,sats,34787
2013-01-01,9-12,sats,243
2013-01-01,$0,usd,132332
2013-01-01,$0-$0.00005,usd,1016968
2013-01-01,$0.00005-$0.00008,usd,248186
2013-01-01,$0.00008-$0.0001,usd,3850
2013-01-01,$0.0001-$0.00015,usd,3207
2013-01-01,$0.00015-$0.0002,usd,2791
2013-01-01,$0.0002-$0.00025,usd,1113
2013-01-01,$0.00025-$0.0003,usd,3114
2013-01-01,$0.0003-$0.0004,usd,4034
2013-01-01,$0.0004-$0.0005,usd,1057
2013-01-01,$0.0005-$0.00065,usd,1308
2013-01-01,$0.00065-$0.0009,usd,1552
2013-01-01,$0.0009-$0.001,usd,357
2013-01-01,$0.001-$0.0015,usd,327
2013-01-01,$0.0015-$0.002,usd,175
2013-01-01,$0.002-$0.003,usd,360
2013-01-01,$0.003-$0.0045,usd,139
2013-01-01,$0.0045-$0.007,usd,70
2013-01-01,$0.007-$0.01,usd,28
2013-01-01,$0.01-$0.15,usd,45
2013-01-01,$0.15+,usd,2
2013-02-01,0,sats,132009
2013-02-01,0-2,sats,994
2013-02-01,100-130,sats,165136
2013-02-01,12-18,sats,784
2013-02-01,130-170,sats,63732
2013-02-01,170-220,sats,373982
2013-02-01,18-24,sats,1674
2013-02-01,2-4,sats,242
2013-02-01,220-350,sats,392593
2013-02-01,24-30,sats,1366
2013-02-01,30-40,sats,5961
2013-02-01,350-600,sats,310288
2013-02-01,4-6,sats,201
2013-02-01,40-50,sats,4582
2013-02-01,50-60,sats,23937
2013-02-01,6-9,sats,268
2013-02-01,60-80,sats,47565
2013-02-01,600+,sats,25821
2013-02-01,80-100,sats,41454
2013-02-01,9-12,sats,303
2013-02-01,$0,usd,132009
2013-02-01,$0-$0.00005,usd,630615
2013-02-01,$0.00005-$0.00008,usd,533925
2013-02-01,$0.00008-$0.0001,usd,90966
2013-02-01,$0.0001-$0.00015,usd,179546
2013-02-01,$0.00015-$0.0002,usd,3221
2013-02-01,$0.0002-$0.00025,usd,2565
2013-02-01,$0.00025-$0.0003,usd,1444
2013-02-01,$0.0003-$0.0004,usd,3405
2013-02-01,$0.0004-$0.0005,usd,3283
2013-02-01,$0.0005-$0.00065,usd,4949
2013-02-01,$0.00065-$0.0009,usd,2563
2013-02-01,$0.0009-$0.001,usd,471
2013-02-01,$0.001-$0.0015,usd,3061
2013-02-01,$0.0015-$0.002,usd,241
2013-02-01,$0.002-$0.003,usd,244
2013-02-01,$0.003-$0.0045,usd,106
2013-02-01,$0.0045-$0.007,usd,171
2013-02-01,$0.007-$0.01,usd,29
2013-02-01,$0.01-$0.15,usd,71
2013-02-01,$0.15+,usd,7
2013-03-01,0,sats,176624
2013-03-01,0-2,sats,1572
2013-03-01,100-130,sats,162794
2013-03-01,12-18,sats,1887
2013-03-01,130-170,sats,92101
2013-03-01,170-220,sats,354075
2013-03-01,18-24,sats,3088
2013-03-01,2-4,sats,293
2013-03-01,220-350,sats,410611
2013-03-01,24-30,sats,1550
2013-03-01,30-40,sats,7070
2013-03-01,350-600,sats,314981
2013-03-01,4-6,sats,329
2013-03-01,40-50,sats,4566
2013-03-01,50-60,sats,28337
2013-03-01,6-9,sats,373
2013-03-01,60-80,sats,54375
2013-03-01,600+,sats,31277
2013-03-01,80-100,sats,47491
2013-03-01,9-12,sats,571
2013-03-01,$0,usd,176624
2013-03-01,$0-$0.00005,usd,169838
2013-03-01,$0.00005-$0.00008,usd,251163
2013-03-01,$0.00008-$0.0001,usd,251689
2013-03-01,$0.0001-$0.00015,usd,342508
2013-03-01,$0.00015-$0.0002,usd,304852
2013-03-01,$0.0002-$0.00025,usd,73322
2013-03-01,$0.00025-$0.0003,usd,41323
2013-03-01,$0.0003-$0.0004,usd,53972
2013-03-01,$0.0004-$0.0005,usd,4136
2013-03-01,$0.0005-$0.00065,usd,3996
2013-03-01,$0.00065-$0.0009,usd,5771
2013-03-01,$0.0009-$0.001,usd,2760
2013-03-01,$0.001-$0.0015,usd,4593
2013-03-01,$0.0015-$0.002,usd,2822
2013-03-01,$0.002-$0.003,usd,1768
2013-03-01,$0.003-$0.0045,usd,1901
2013-03-01,$0.0045-$0.007,usd,523
2013-03-01,$0.007-$0.01,usd,160
2013-03-01,$0.01-$0.15,usd,218
2013-03-01,$0.15+,usd,26
2013-04-01,0,sats,204584
2013-04-01,0-2,sats,2057
2013-04-01,100-130,sats,119381
2013-04-01,12-18,sats,4196
2013-04-01,130-170,sats,162267
2013-04-01,170-220,sats,243382
2013-04-01,18-24,sats,5565
2013-04-01,2-4,sats,958
2013-04-01,220-350,sats,511150
2013-04-01,24-30,sats,2373
2013-04-01,30-40,sats,12393
2013-04-01,350-600,sats,232499
2013-04-01,4-6,sats,740
2013-04-01,40-50,sats,8616
2013-04-01,50-60,sats,33094
2013-04-01,6-9,sats,968
2013-04-01,60-80,sats,74013
2013-04-01,600+,sats,22618
2013-04-01,80-100,sats,60242
2013-04-01,9-12,sats,1083
2013-04-01,$0,usd,204584
2013-04-01,$0-$0.00005,usd,32765
2013-04-01,$0.00005-$0.00008,usd,70558
2013-04-01,$0.00008-$0.0001,usd,55111
2013-04-01,$0.0001-$0.00015,usd,152339
2013-04-01,$0.00015-$0.0002,usd,224146
2013-04-01,$0.0002-$0.00025,usd,204102
2013-04-01,$0.00025-$0.0003,usd,227865
2013-04-01,$0.0003-$0.0004,usd,272812
2013-04-01,$0.0004-$0.0005,usd,91058
2013-04-01,$0.0005-$0.00065,usd,125204
2013-04-01,$0.00065-$0.0009,usd,19995
2013-04-01,$0.0009-$0.001,usd,1060
2013-04-01,$0.001-$0.0015,usd,4956
2013-04-01,$0.0015-$0.002,usd,2940
2013-04-01,$0.002-$0.003,usd,4788
2013-04-01,$0.003-$0.0045,usd,3531
2013-04-01,$0.0045-$0.007,usd,2606
2013-04-01,$0.007-$0.01,usd,870
2013-04-01,$0.01-$0.15,usd,845
2013-04-01,$0.15+,usd,44
2013-05-01,0,sats,190677
2013-05-01,0-2,sats,1539
2013-05-01,100-130,sats,115812
2013-05-01,12-18,sats,2935
2013-05-01,130-170,sats,188228
2013-05-01,170-220,sats,150358
2013-05-01,18-24,sats,4655
2013-05-01,2-4,sats,1225
2013-05-01,220-350,sats,552316
2013-05-01,24-30,sats,3690
2013-05-01,30-40,sats,10545
2013-05-01,350-600,sats,322381
2013-05-01,4-6,sats,673
2013-05-01,40-50,sats,13855
2013-05-01,50-60,sats,28737
2013-05-01,6-9,sats,645
2013-05-01,60-80,sats,74328
2013-05-01,600+,sats,19610
2013-05-01,80-100,sats,58533
2013-05-01,9-12,sats,1209
2013-05-01,$0,usd,190677
2013-05-01,$0-$0.00005,usd,28714
2013-05-01,$0.00005-$0.00008,usd,78447
2013-05-01,$0.00008-$0.0001,usd,54881
2013-05-01,$0.0001-$0.00015,usd,169548
2013-05-01,$0.00015-$0.0002,usd,180802
2013-05-01,$0.0002-$0.00025,usd,247348
2013-05-01,$0.00025-$0.0003,usd,427039
2013-05-01,$0.0003-$0.0004,usd,26551
2013-05-01,$0.0004-$0.0005,usd,278391
2013-05-01,$0.0005-$0.00065,usd,39072
2013-05-01,$0.00065-$0.0009,usd,3746
2013-05-01,$0.0009-$0.001,usd,1235
2013-05-01,$0.001-$0.0015,usd,4127
2013-05-01,$0.0015-$0.002,usd,1941
2013-05-01,$0.002-$0.003,usd,4513
2013-05-01,$0.003-$0.0045,usd,1521
2013-05-01,$0.0045-$0.007,usd,2481
2013-05-01,$0.007-$0.01,usd,561
2013-05-01,$0.01-$0.15,usd,338
2013-05-01,$0.15+,usd,18
2013-06-01,0,sats,119080
2013-06-01,0-2,sats,1397
2013-06-01,100-130,sats,108994
2013-06-01,12-18,sats,8230
2013-06-01,130-170,sats,138957
2013-06-01,170-220,sats,119051
2013-06-01,18-24,sats,13147
2013-06-01,2-4,sats,854
2013-06-01,220-350,sats,402263
2013-06-01,24-30,sats,13419
2013-06-01,30-40,sats,23777
2013-06-01,350-600,sats,245445
2013-06-01,4-6,sats,794
2013-06-01,40-50,sats,60090
2013-06-01,50-60,sats,22971
2013-06-01,6-9,sats,654
2013-06-01,60-80,sats,55174
2013-06-01,600+,sats,15356
2013-06-01,80-100,sats,47752
2013-06-01,9-12,sats,3256
2013-06-01,$0,usd,119080
2013-06-01,$0-$0.00005,usd,116551
2013-06-01,$0.00005-$0.00008,usd,79849
2013-06-01,$0.00008-$0.0001,usd,45407
2013-06-01,$0.0001-$0.00015,usd,179434
2013-06-01,$0.00015-$0.0002,usd,170301
2013-06-01,$0.0002-$0.00025,usd,310390
2013-06-01,$0.00025-$0.0003,usd,108697
2013-06-01,$0.0003-$0.0004,usd,104117
2013-06-01,$0.0004-$0.0005,usd,143490
2013-06-01,$0.0005-$0.00065,usd,8276
2013-06-01,$0.00065-$0.0009,usd,3595
2013-06-01,$0.0009-$0.001,usd,510
2013-06-01,$0.001-$0.0015,usd,2105
2013-06-01,$0.0015-$0.002,usd,1205
2013-06-01,$0.002-$0.003,usd,3396
2013-06-01,$0.003-$0.0045,usd,1767
2013-06-01,$0.0045-$0.007,usd,1106
2013-06-01,$0.007-$0.01,usd,175
2013-06-01,$0.01-$0.15,usd,1181
2013-06-01,$0.15+,usd,29
2013-07-01,0,sats,128810
2013-07-01,0-2,sats,1375
2013-07-01,100-130,sats,126383
2013-07-01,12-18,sats,15813
2013-07-01,130-170,sats,86286
2013-07-01,170-220,sats,147584
2013-07-01,18-24,sats,23060
2013-07-01,2-4,sats,849
2013-07-01,220-350,sats,244403
2013-07-01,24-30,sats,25078
2013-07-01,30-40,sats,34884
2013-07-01,350-600,sats,129251
2013-07-01,4-6,sats,638
2013-07-01,40-50,sats,110531
2013-07-01,50-60,sats,21646
2013-07-01,6-9,sats,633
2013-07-01,60-80,sats,45631
2013-07-01,600+,sats,12075
2013-07-01,80-100,sats,41288
2013-07-01,9-12,sats,5293
2013-07-01,$0,usd,128810
2013-07-01,$0-$0.00005,usd,240331
2013-07-01,$0.00005-$0.00008,usd,82454
2013-07-01,$0.00008-$0.0001,usd,83893
2013-07-01,$0.0001-$0.00015,usd,165040
2013-07-01,$0.00015-$0.0002,usd,269498
2013-07-01,$0.0002-$0.00025,usd,86693
2013-07-01,$0.00025-$0.0003,usd,19842
2013-07-01,$0.0003-$0.0004,usd,109102
2013-07-01,$0.0004-$0.0005,usd,3703
2013-07-01,$0.0005-$0.00065,usd,967
2013-07-01,$0.00065-$0.0009,usd,1422
2013-07-01,$0.0009-$0.001,usd,369
2013-07-01,$0.001-$0.0015,usd,1662
2013-07-01,$0.0015-$0.002,usd,3533
2013-07-01,$0.002-$0.003,usd,2086
2013-07-01,$0.003-$0.0045,usd,1524
2013-07-01,$0.0045-$0.007,usd,284
2013-07-01,$0.007-$0.01,usd,108
2013-07-01,$0.01-$0.15,usd,179
2013-07-01,$0.15+,usd,11
2013-08-01,0,sats,115414
2013-08-01,0-2,sats,1698
2013-08-01,100-130,sats,184788
2013-08-01,12-18,sats,30772
2013-08-01,130-170,sats,96794
2013-08-01,170-220,sats,248286
2013-08-01,18-24,sats,41418
2013-08-01,2-4,sats,784
2013-08-01,220-350,sats,258019
2013-08-01,24-30,sats,70926
2013-08-01,30-40,sats,48590
2013-08-01,350-600,sats,147801
2013-08-01,4-6,sats,572
2013-08-01,40-50,sats,280443
2013-08-01,50-60,sats,26921
2013-08-01,6-9,sats,734
2013-08-01,60-80,sats,51772
2013-08-01,600+,sats,10503
2013-08-01,80-100,sats,79731
2013-08-01,9-12,sats,12877
2013-08-01,$0,usd,115414
2013-08-01,$0-$0.00005,usd,429173
2013-08-01,$0.00005-$0.00008,usd,135487
2013-08-01,$0.00008-$0.0001,usd,67673
2013-08-01,$0.0001-$0.00015,usd,258376
2013-08-01,$0.00015-$0.0002,usd,175925
2013-08-01,$0.0002-$0.00025,usd,303319
2013-08-01,$0.00025-$0.0003,usd,60537
2013-08-01,$0.0003-$0.0004,usd,98007
2013-08-01,$0.0004-$0.0005,usd,52671
2013-08-01,$0.0005-$0.00065,usd,1943
2013-08-01,$0.00065-$0.0009,usd,1194
2013-08-01,$0.0009-$0.001,usd,421
2013-08-01,$0.001-$0.0015,usd,1992
2013-08-01,$0.0015-$0.002,usd,1231
2013-08-01,$0.002-$0.003,usd,3564
2013-08-01,$0.003-$0.0045,usd,911
2013-08-01,$0.0045-$0.007,usd,694
2013-08-01,$0.007-$0.01,usd,64
2013-08-01,$0.01-$0.15,usd,241
2013-08-01,$0.15+,usd,6
2013-09-01,0,sats,103614
2013-09-01,0-2,sats,1777
2013-09-01,100-130,sats,154059
2013-09-01,12-18,sats,30323
2013-09-01,130-170,sats,104724
2013-09-01,170-220,sats,239800
2013-09-01,18-24,sats,46157
2013-09-01,2-4,sats,842
2013-09-01,220-350,sats,255351
2013-09-01,24-30,sats,50789
2013-09-01,30-40,sats,130975
2013-09-01,350-600,sats,84114
2013-09-01,4-6,sats,634
2013-09-01,40-50,sats,185359
2013-09-01,50-60,sats,27646
2013-09-01,6-9,sats,723
2013-09-01,60-80,sats,65056
2013-09-01,600+,sats,8860
2013-09-01,80-100,sats,91527
2013-09-01,9-12,sats,10010
2013-09-01,$0,usd,103614
2013-09-01,$0-$0.00005,usd,267519
2013-09-01,$0.00005-$0.00008,usd,233735
2013-09-01,$0.00008-$0.0001,usd,54627
2013-09-01,$0.0001-$0.00015,usd,209635
2013-09-01,$0.00015-$0.0002,usd,132653
2013-09-01,$0.0002-$0.00025,usd,217545
2013-09-01,$0.00025-$0.0003,usd,222704
2013-09-01,$0.0003-$0.0004,usd,56013
2013-09-01,$0.0004-$0.0005,usd,69578
2013-09-01,$0.0005-$0.00065,usd,14923
2013-09-01,$0.00065-$0.0009,usd,1519
2013-09-01,$0.0009-$0.001,usd,448
2013-09-01,$0.001-$0.0015,usd,1483
2013-09-01,$0.0015-$0.002,usd,1088
2013-09-01,$0.002-$0.003,usd,3144
2013-09-01,$0.003-$0.0045,usd,599
2013-09-01,$0.0045-$0.007,usd,871
2013-09-01,$0.007-$0.01,usd,90
2013-09-01,$0.01-$0.15,usd,297
2013-09-01,$0.15+,usd,255
2013-10-01,0,sats,124373
2013-10-01,0-2,sats,3523
2013-10-01,100-130,sats,156745
2013-10-01,12-18,sats,41361
2013-10-01,130-170,sats,71812
2013-10-01,170-220,sats,203974
2013-10-01,18-24,sats,52589
2013-10-01,2-4,sats,1398
2013-10-01,220-350,sats,195696
2013-10-01,24-30,sats,95318
2013-10-01,30-40,sats,151544
2013-10-01,350-600,sats,98195
2013-10-01,4-6,sats,804
2013-10-01,40-50,sats,260468
2013-10-01,50-60,sats,34938
2013-10-01,6-9,sats,1276
2013-10-01,60-80,sats,53292
2013-10-01,600+,sats,14104
2013-10-01,80-100,sats,63163
2013-10-01,9-12,sats,14475
2013-10-01,$0,usd,124373
2013-10-01,$0-$0.00005,usd,236154
2013-10-01,$0.00005-$0.00008,usd,318206
2013-10-01,$0.00008-$0.0001,usd,127750
2013-10-01,$0.0001-$0.00015,usd,123720
2013-10-01,$0.00015-$0.0002,usd,108355
2013-10-01,$0.0002-$0.00025,usd,164255
2013-10-01,$0.00025-$0.0003,usd,138718
2013-10-01,$0.0003-$0.0004,usd,127583
2013-10-01,$0.0004-$0.0005,usd,86727
2013-10-01,$0.0005-$0.00065,usd,32307
2013-10-01,$0.00065-$0.0009,usd,34801
2013-10-01,$0.0009-$0.001,usd,2187
2013-10-01,$0.001-$0.0015,usd,2899
2013-10-01,$0.0015-$0.002,usd,2530
2013-10-01,$0.002-$0.003,usd,4434
2013-10-01,$0.003-$0.0045,usd,2949
2013-10-01,$0.0045-$0.007,usd,583
2013-10-01,$0.007-$0.01,usd,260
2013-10-01,$0.01-$0.15,usd,244
2013-10-01,$0.15+,usd,13
2013-11-01,0,sats,145229
2013-11-01,0-2,sats,3594
2013-11-01,100-130,sats,97412
2013-11-01,12-18,sats,94675
2013-11-01,130-170,sats,41732
2013-11-01,170-220,sats,70827
2013-11-01,18-24,sats,126691
2013-11-01,2-4,sats,1948
2013-11-01,220-350,sats,126084
2013-11-01,24-30,sats,149085
2013-11-01,30-40,sats,263132
2013-11-01,350-600,sats,94748
2013-11-01,4-6,sats,1629
2013-11-01,40-50,sats,534277
2013-11-01,50-60,sats,58993
2013-11-01,6-9,sats,2333
2013-11-01,60-80,sats,50779
2013-11-01,600+,sats,10455
2013-11-01,80-100,sats,56194
2013-11-01,9-12,sats,26099
2013-11-01,$0,usd,145229
2013-11-01,$0-$0.00005,usd,51312
2013-11-01,$0.00005-$0.00008,usd,96603
2013-11-01,$0.00008-$0.0001,usd,96951
2013-11-01,$0.0001-$0.00015,usd,223532
2013-11-01,$0.00015-$0.0002,usd,193873
2013-11-01,$0.0002-$0.00025,usd,130915
2013-11-01,$0.00025-$0.0003,usd,118498
2013-11-01,$0.0003-$0.0004,usd,276076
2013-11-01,$0.0004-$0.0005,usd,215483
2013-11-01,$0.0005-$0.00065,usd,83858
