date,days_since_coinbase,herfindal_index
2010-02-01T00:00:00,26,0.98921019632593166
2010-02-01T00:00:00,27,0.98902140287595885
2010-02-01T00:00:00,28,0.98892700615097207
2010-03-01T00:00:00,0,1.0
2010-03-01T00:00:00,1,0.99977169471158422
2010-03-01T00:00:00,2,0.99957154296678929
2010-03-01T00:00:00,3,0.99948136746909577
2010-03-01T00:00:00,4,0.99944462755610308
2010-03-01T00:00:00,5,0.99932486488795635
2010-03-01T00:00:00,6,0.99928366797662194
2010-03-01T00:00:00,7,0.99918015569154239
2010-03-01T00:00:00,8,0.99912299540007132
2010-03-01T00:00:00,9,0.99903963505651527
2010-03-01T00:00:00,10,0.999028127821621
2010-03-01T00:00:00,11,0.999014105638833
2010-03-01T00:00:00,12,0.99896437418477124
2010-03-01T00:00:00,13,0.99861067968995643
2010-03-01T00:00:00,14,0.99838587760892861
2010-03-01T00:00:00,15,0.99825606476303475
2010-03-01T00:00:00,16,0.99819659316853337
2010-03-01T00:00:00,17,0.99798334689723478
2010-03-01T00:00:00,18,0.99771785989145989
2010-03-01T00:00:00,19,0.9975781305995709
2010-03-01T00:00:00,20,0.99746362295716462
2010-03-01T00:00:00,21,0.99737663770325968
2010-03-01T00:00:00,22,0.996935330879995
2010-03-01T00:00:00,23,0.99668619025454763
2010-03-01T00:00:00,24,0.99667670827021337
2010-03-01T00:00:00,25,0.99654659240954424
2010-03-01T00:00:00,26,0.99636259535885563
2010-03-01T00:00:00,27,0.99624481149093547
2010-03-01T00:00:00,28,0.99619311397334265
2010-04-01T00:00:00,0,0.9996564828917297
2010-04-01T00:00:00,1,0.99861895940344381
2010-04-01T00:00:00,2,0.99801068508854052
2010-04-01T00:00:00,3,0.9975076552486043
2010-04-01T00:00:00,4,0.99714656067392626
2010-04-01T00:00:00,5,0.99701303803043229
2010-04-01T00:00:00,6,0.99665358159491924
2010-04-01T00:00:00,7,0.99627643364173768
2010-04-01T00:00:00,8,0.99617732074991217
2010-04-01T00:00:00,9,0.99608493332903125
2010-04-01T00:00:00,10,0.996041809428618
2010-04-01T00:00:00,11,0.99593207666505412
2010-04-01T00:00:00,12,0.99587322150294955
2010-04-01T00:00:00,13,0.99559783644726507
2010-04-01T00:00:00,14,0.99548714015172379
2010-04-01T00:00:00,15,0.9954325353789012
2010-04-01T00:00:00,16,0.99519254743637864
2010-04-01T00:00:00,17,0.99503970157120758
2010-04-01T00:00:00,18,0.9946815211560891
2010-04-01T00:00:00,19,0.99401903303951455
2010-04-01T00:00:00,20,0.99354260750987777
2010-04-01T00:00:00,21,0.99314251972113021
2010-04-01T00:00:00,22,0.99221942187877055
2010-04-01T00:00:00,23,0.99094702377511279
2010-04-01T00:00:00,24,0.98988112608518231
2010-04-01T00:00:00,25,0.98922693387860339
2010-04-01T00:00:00,26,0.9885576256973404
2010-04-01T00:00:00,27,0.98779656254544579
2010-04-01T00:00:00,28,0.98684274050755239
2010-05-01T00:00:00,0,0.99998145271384609
2010-05-01T00:00:00,1,0.99869190753383563
2010-05-01T00:00:00,2,0.99582293698480118
2010-05-01T00:00:00,3,0.99279948368318816
2010-05-01T00:00:00,4,0.99076036673858525
2010-05-01T00:00:00,5,0.98771511920239985
2010-05-01T00:00:00,6,0.98618028161688842
2010-05-01T00:00:00,7,0.98552187151720227
2010-05-01T00:00:00,8,0.984794079022678
2010-05-01T00:00:00,9,0.9847715796673514
2010-05-01T00:00:00,10,0.98459621973854849
2010-05-01T00:00:00,11,0.98417336023430679
2010-05-01T00:00:00,12,0.98383051935094445
2010-05-01T00:00:00,13,0.982253420552009
2010-05-01T00:00:00,14,0.982153248221411
2010-05-01T00:00:00,15,0.98205342009554764
2010-05-01T00:00:00,16,0.98191708698681734
2010-05-01T00:00:00,17,0.98164265859800348
2010-05-01T00:00:00,18,0.98093313136103577
2010-05-01T00:00:00,19,0.98065526108414358
2010-05-01T00:00:00,20,0.97993817746539869
2010-05-01T00:00:00,21,0.97969039099954769
2010-05-01T00:00:00,22,0.97955679314445909
2010-05-01T00:00:00,23,0.97900283228588636
2010-05-01T00:00:00,24,0.97884675985514735
2010-05-01T00:00:00,25,0.97881065243169563
2010-05-01T00:00:00,26,0.97847035144819128
2010-05-01T00:00:00,27,0.97838170918812106
2010-05-01T00:00:00,28,0.97808257905478013
2010-06-01T00:00:00,0,0.99982241192636356
2010-06-01T00:00:00,1,0.9986412543077805
2010-06-01T00:00:00,2,0.99797107761784309
2010-06-01T00:00:00,3,0.9958894959268263
2010-06-01T00:00:00,4,0.99561119700064427
2010-06-01T00:00:00,5,0.99531287108625965
2010-06-01T00:00:00,6,0.99475186698029261
2010-06-01T00:00:00,7,0.99321149198114467
2010-06-01T00:00:00,8,0.99260441310103931
2010-06-01T00:00:00,9,0.9902646707658721
2010-06-01T00:00:00,10,0.9896936191315503
2010-06-01T00:00:00,11,0.98606289042160011
2010-06-01T00:00:00,12,0.98100486925577834
2010-06-01T00:00:00,13,0.97843091390767623
2010-06-01T00:00:00,14,0.97732864494300231
2010-06-01T00:00:00,15,0.9749924887481376
2010-06-01T00:00:00,16,0.97415446832066455
2010-06-01T00:00:00,17,0.973521498553766
2010-06-01T00:00:00,18,0.97199365495471968
2010-06-01T00:00:00,19,0.96935041587105308
2010-06-01T00:00:00,20,0.9658175298072883
2010-06-01T00:00:00,21,0.96218190531674042
2010-06-01T00:00:00,22,0.95923937825051919
2010-06-01T00:00:00,23,0.95808969866582094
2010-06-01T00:00:00,24,0.95352101494426911
2010-06-01T00:00:00,25,0.9510539364631535
2010-06-01T00:00:00,26,0.94873483515074153
2010-06-01T00:00:00,27,0.94828383320282916
2010-06-01T00:00:00,28,0.944695431095891
2010-07-01T00:00:00,0,0.99767432895720354
2010-07-01T00:00:00,1,0.99053719470783919
2010-07-01T00:00:00,2,0.98481887616204433
2010-07-01T00:00:00,3,0.980323762551452
2010-07-01T00:00:00,4,0.97629122628880594
2010-07-01T00:00:00,5,0.97310804935356665
2010-07-01T00:00:00,6,0.97056405440083571
2010-07-01T00:00:00,7,0.968605522896823
2010-07-01T00:00:00,8,0.96643718441910287
2010-07-01T00:00:00,9,0.96428205337351514
2010-07-01T00:00:00,10,0.9629139818746818
2010-07-01T00:00:00,11,0.96214719104173541
2010-07-01T00:00:00,12,0.96054137651455807
2010-07-01T00:00:00,13,0.95923545737524352
2010-07-01T00:00:00,14,0.95737724853265549
2010-07-01T00:00:00,15,0.95543862034535576
2010-07-01T00:00:00,16,0.95484939686455794
2010-07-01T00:00:00,17,0.95423720732841133
2010-07-01T00:00:00,18,0.9534024395357954
2010-07-01T00:00:00,19,0.95257221892928445
2010-07-01T00:00:00,20,0.95167991475525859
2010-07-01T00:00:00,21,0.95071361990862957
2010-07-01T00:00:00,22,0.95003006605523865
2010-07-01T00:00:00,23,0.949620171388541
2010-07-01T00:00:00,24,0.94921822909265552
2010-07-01T00:00:00,25,0.94896050063828541
2010-07-01T00:00:00,26,0.94871731903174872
2010-07-01T00:00:00,27,0.94846058888869167
2010-07-01T00:00:00,28,0.94803970258038184
2010-08-01T00:00:00,0,0.99958977437479812
2010-08-01T00:00:00,1,0.99191886078520664
2010-08-01T00:00:00,2,0.98317053110873631
2010-08-01T00:00:00,3,0.97958130120279374
2010-08-01T00:00:00,4,0.97746340448626146
2010-08-01T00:00:00,5,0.97598401496630915
2010-08-01T00:00:00,6,0.97442404957760631
2010-08-01T00:00:00,7,0.9739732499003011
2010-08-01T00:00:00,8,0.97344411914557616
2010-08-01T00:00:00,9,0.97121004024842483
2010-08-01T00:00:00,10,0.97041984024369021
2010-08-01T00:00:00,11,0.97011353700206648
2010-08-01T00:00:00,12,0.96981461318837248
2010-08-01T00:00:00,13,0.96932958953607862
2010-08-01T00:00:00,14,0.96883734707372
2010-08-01T00:00:00,15,0.96808862753085112
2010-08-01T00:00:00,16,0.96741657343974341
2010-08-01T00:00:00,17,0.9672191784058507
2010-08-01T00:00:00,18,0.96628181648393063
2010-08-01T00:00:00,19,0.96503433134847039
2010-08-01T00:00:00,20,0.96347785751508885
2010-08-01T00:00:00,21,0.9625549700281355
2010-08-01T00:00:00,22,0.96213337031874657
2010-08-01T00:00:00,23,0.96189527482990744
2010-08-01T00:00:00,24,0.96167753332088646
2010-08-01T00:00:00,25,0.9600843910796667
2010-08-01T00:00:00,26,0.95952901460701279
2010-08-01T00:00:00,27,0.958334870620507
2010-08-01T00:00:00,28,0.95767983288281811
2010-09-01T00:00:00,0,0.99870502080552981
2010-09-01T00:00:00,1,0.99597879161101965
2010-09-01T00:00:00,2,0.98777004634472587
2010-09-01T00:00:00,3,0.98318122087880178
2010-09-01T00:00:00,4,0.98096503191641526
2010-09-01T00:00:00,5,0.97780963782944741
2010-09-01T00:00:00,6,0.97581588949728248
2010-09-01T00:00:00,7,0.974565644970307
2010-09-01T00:00:00,8,0.97071075372481386
2010-09-01T00:00:00,9,0.96900262836483286
2010-09-01T00:00:00,10,0.96564733194445773
2010-09-01T00:00:00,11,0.962505821389745
