pubkey,alias,first_seen,color
02e6d3123c5610951cf2f148cde55979811ab07c5d4c64e5b42d86c2778ecd4cff,JMLightningChile,2019-07-31 19:13:34,
033566003677d24837a6a8bbc66967969cfe114511e515cae002260d5b20390d4e,033566003677d24837a6,2020-04-26 00:38:19.997409,3399ff
036b48ae27f45bc497eb92b6a43da534f4d771b896e74d787db171200324690fca,036b48ae27f45bc497eb,2019-07-31 19:13:38,
03dd23fae9eeb1947d1a267f2c8a5560977355c453097331b0bae9de03f9f147c4,Kailua,2019-07-31 19:13:40,
02c72b9b3de09c55db7fd246b91b9974a35f7a1bef60c67ba770ccc3c4ddd790ef,ln.srn.ro,2019-07-31 19:13:40,
034143d1a45cb9bcb912eab97facf4a971098385c4701753d6bc40e52192d0c04f,SAUBY_K,2019-07-31 19:13:41,
035f7bc96fd1ab9db28931290e7cb7da9e22b8a3002e03b194c131c76d63c037cc,lootbox,2019-07-31 19:13:42,
0204630cc1c36426518889087eaf86c5fa7b88837d85a7f2139baef79a701be2fa,cac.informatik.tu-darmstadt.de,2020-04-26 00:38:20.230019,028ad1
03b1d927c210b5c4f91fe8514e7636c462d5cf9e9fd05e6a9ce221170c1564170f,loveandlight4dP,2019-07-31 19:13:45,
03260b2b1365ae3b6dd889e3a0964ca070b537d466d97a245a7a999183540a39cc,SixToes,2019-07-31 19:13:51,
02f60c56a5829c0e28f73bec1295d70173f39ccbca05509b731f43ebd30c733108,nandi,2020-04-26 00:38:20.45552,68f442
023ec3d1fa35f7fb8996374cf1848c1a40788df013551c5510c75617222bd2dd2d,seth586😈guides,2020-04-26 00:38:20.906401,3399ff
03c856dbd011d60c8896570a665baf48b256cbef27e7468f8a707e9cf8b858f7bf,nodl-lnd-s007-054,2020-04-26 00:38:21.133348,000000
03777354be5b2ba0e3f64e28f403741add84ffd9f91d6652d79181687920a41bd0,nodl-lnd-s007-057,2020-04-26 00:38:21.585626,000000
0246eaf6812013fb860306943f79a0e4fdc5971d5efaeb3cd58049545803bfb491,aurelius,2019-07-31 19:13:57,
02dc523b9db431de52d7adb79cf81dd3d780002f4ce952706053edc9da30d9b9f7,VIRGINIA_WOOLF,2019-07-31 19:13:58,
03b72d20a8a76753f5ba10fedb2d27cc43e7b885c48d4e796a5e7202498723ea84,RyuHayabusa,2019-07-31 19:14:00,
03d7f2e9e7dad997be696f94c4a8c1612aceeb6c7df45a8e52bca4336f59c639fc,niZmo,2019-07-31 19:14:00,
0335d12e461098c35a4ad74c1f3eb4d79af517a5e695944462a89c286472417b6d,0335d12e461098c35a4a,2019-07-31 19:14:01,
03760e053c5254c6f36ddbfdd2f5604714a48a7f0c6bb5bdf047c942a596395972,03760e053c5254c6f36d,2019-07-31 19:14:02,
02424c340f0ff29503c31566e8fb392300a99a9748575deefaac30e9bd8583fcdb,MNM-mainnodemunich,2019-07-31 19:14:03,
031c0ebb43b96dc3a2faec637876cb098244a234d604ddb8d415410bc20f54b443,harpydude,2019-07-31 19:13:50,68f442
02bebaf15c038fa52a59eb5870cd3b6cb3af6b38b91c316243805df8a2dbd20d3c,02bebaf15c038fa52a59,2019-07-31 19:14:00,3399ff
02fff7d04272591730b0329bf72a095ceeaf3eef24b6a30da473b976e809d391fc,gamgeecove,2019-07-31 19:14:03,68f442
03dbe3fedd4f6e7f7020c69e6d01453d5a69f9faa1382901cf3028f1e997ef2814,BTC_👽👽👽👽👽👽,2019-07-31 19:14:02,003333
02c0ac82c33971de096d87ce5ed9b022c2de678f08002dc37fdb1b6886d12234b5,STAMPERY.com,2019-07-31 19:13:48,aa0000
03702d1794d4309efec815b9d36d375ca3106ac68e9de6b283eb093347ee51c9bc,NakedNode,2019-07-31 19:13:42,3399ff
03408c35d396998985cc0d751020fabb5134a245a1bcf50960d798dd481b6becdf,Mirai,2019-07-31 19:14:02,19195e
038bcd5e7335751d0d49bcf2708f8e5492f26627c7cfaa38f88d87fbdf9ada48ea,nodl [LND] cardinal,2019-07-31 19:13:58,0000ff
028cdd87b6f8f38d98c8a6b9bafedcd2907f68943991a4a3e7b9877887252cb692,Skylar,2019-07-31 19:13:57,280479
03c26e078aa01d59f520ed73a916b4d37eb86f7dc1b4661aa2f01ef97711eff56f,raspijungle,2019-07-31 19:13:35,3399ff
03f7c10796a2ab1577cf7e8d072f0be6b5146b560b03934f25ae40f71eeb8fd7f9,CryptoWest,2019-07-31 19:13:43,49daaa
036ec86c1230685189e2481e48f6cbbd47c749f150ffa3d75b6fb7f9a1e318159f,Vladimir1.1,2019-07-31 19:13:49,49daaa
0386cb8a01e19de1e1d18c3373fcaa404abd2e21aad9d1fc599a67a6f17bc2711b,Bierzelt,2019-07-31 19:13:45,3399ff
02287afb342ea12113b4f67d3bff8227a826d33e47f713ff32458bc2a05826614b,Hal Finney [LND],2019-07-31 19:13:48,ed1035
023a5d8df324832580f0815708abefc0cba23f8e7cdb39b9f847fbe6603e68518f,X-TRIX.ORG,2019-07-31 19:13:37,68f442
02a31614a041bb3e4dcf0de8bb15751dad0155313caa54f8a4e4cff7a531160693,OWL_1,2019-07-31 19:13:50,3399ff
032effb9c06c8570eeae4f3c51eaea64a2bfe7da4c879b4bdc7b43862fafb16974,Dammain,2019-07-31 19:13:48,3399ff
03530a9c7e9b0036d336eac1bbcbd550008b7bafb52b137de0692489eca18c71d9,03530a9c7e9b0036d336,2019-07-31 19:14:03,000000
0226b3096fed6affd03e745d8340bfd54029f602a902372d4545fb76598735211d,davidleeroth,2019-07-31 19:14:02,3399ff
03454214c65748030e9b92d05b585e263b8f8fafa4c6697e1acf8e5f13cd9e6de4,Heavy Metal,2019-07-31 19:13:56,2e86c1
03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,Electrophorus [W_C_B],2019-07-31 19:14:00,ff0000
026871ba2db890ae47f3a4ee11e6bc10badc038e9eaed9b7983d990aee0ff3c1cf,ZH,2019-07-31 19:14:01,3399ff
024bda1ec91b277d311aa60d04b1fb856efcc7897c876746b680c1f985fe973f73,GSV-Empiricist,2019-07-31 19:13:50,047dff
030d09e735de509d6784821117419c8cd20c22c018d8517cbd3d6b5de1ffc7d24f,Retro_Empathy [LND],2019-07-31 19:13:55,23f844
0211d55d51c6614117de5f48096392e4a5884ef8f3d2155922cc65b43905d43517,WooCommerce POS,2019-07-31 19:13:47,008000
0346fbeec57927a88b1f32ef3603b25a56a2493d594d8e1488a4d47e8a3bdc23a8,pebbletime,2019-07-31 19:13:56,3399ff
02bdec497f62a689e1a1094814fc02206ff98d1ce08c564e06269c136d4ecc3e4c,Crochet,2019-07-31 19:13:57,cb06dd
022ce570ad08ae51142b25a21ebd35ad1eb262e4cb6d4ed689e52fd3188384eeda,lndtest,2019-07-31 19:14:01,68f442
021779d56f6992431e959991a664d678a2f41054073adb48c5a351d791c9cb0781,Banana!🍌,2019-07-31 19:13:35,ffe135
0266fb23c42c3ae0db72767e4e8df88c8ff3138a9cedf1fd19fc8fd922a61cbc30,BertuBuex,2019-07-31 19:13:57,68f442
021f1d05cd85a109bba4ca08503748c18849a0be124828e075828fb761a34392e4,senza-sphinx-2,2019-07-31 19:13:55,ffdc00
03f9845eb558f66efe05fa4d7650a2395e278d65c29c5ba19847f31ae34e31fc3a,node01.cryptocc.io,2019-07-31 19:13:39,ef870a
024d7e8f31c3d30e3a1a53a6dda892dea6631cd7a65c191361e95f02c50d4561dc,imjmiles,2019-07-31 19:13:54,
036385a8eabdf47efd79a46e0885b877d5bcc1bc85e763fb54e9ec947f7c904d24,Whitehole,2019-07-31 19:13:48,f7ce47
0299dea525dbbb60fcb934213415303fb02db1e4feedf1e4d793c57fbd6a39119b,0299dea525dbbb60fcb9,2019-07-31 19:13:59,000000
0201be5b63e839fc57c66c7ab21dcea3aa79001de132f29ade96a0c2d6680c8eaf,ickycage,2019-07-31 19:13:46,68f442
03f84b4d4de050515ac58dd2b0ccf2c10d6a69178d9b0e0c70066d0d8cffedddd4,pesl01,2019-07-31 19:13:48,68f442
0373f7654eb1b0be4bc6443a4d625c1052925026d33a2d4ca4c2c77da323290873,0373f7654eb1b0be4bc6,2019-07-31 19:14:01,3399ff
0397b318c5e0d09b16e6229ec50744c8a7a8452b2d7c6d9855c826ff14b8fa8b27,SPICEFLOW,2019-07-31 19:13:56,bd5d38
0348e93322f85aa011d2bbc33d05a7083be6cb4efe87e7c0e5ebb3feabcb3281f6,net_channels,2019-07-31 19:14:04,
03d9c54d337d15c993b93ad6cae5a839e3e7c18f5ac210b8c7b7620b643a79943a,srg007007,2019-07-31 19:14:04,
02b42e0c088aa1fc303aa18325afa23347d399b9e4cd0e77556ed0bcf4106e4619,GrapeJollyRancher,2019-07-31 19:14:05,
03fc20baf6ca4f8c8f4599f1aa9088236ee53f6884412b80677c03b6deeeb449f6,ln-vps.nolim1t.co Neutrino,2019-07-31 19:14:07,
02b0172bb38617fa3afdb69664468b492d5a21062a4fa8b47284b0cc320e6e7420,NO FEES,2019-07-31 19:14:07,
02062565958730df9f3e88ae46f8c772b0d13581a3309f9f3ab7e1e5e309bb2b87,STREAMLINE,2019-07-31 19:14:08,
0207424cbcff4ad45735a617c12f0d4fb1f559c7032d6c14df258cd52d3bd991d3,Thor,2019-07-31 19:14:08,
0335cb6cf4c6a9cb1574da646fdeed99943020ad2508cec4838fb0062c7d7f08fd,fabthefox [myNode],2020-04-26 00:38:22.051788,68f442
03c5e6f345d7888a0a4312a86a1bf43190fa16f09f7caf72f2ea0f1586e3db758d,RPi4_WT_RaspiBlitzv1.3RC1,2019-07-31 19:18:26,
0270762bf41cd8f022877f8ae4f6cd9fc3ba26ed020705a6313f1e91ceeb729ca3,Billfodl.com,2019-07-31 19:18:27,
025d0676bb8e3b4646c94cb7e73c811394710d2a967e3f6d89672b58b5f3611d7e,Mikel,2019-07-31 19:18:27,
0204a4b7beb4d56905871c507b91dea7be98a482e40b33e706cd3ba1d6e8ab94a7,daa_5215,2020-04-26 00:38:22.503956,3399ff
02ba0accc874023c8d04f3541b07916b704d3056fe9b5829bf103cbbfc390bdc6e,nodl-lnd-s007-002,2020-04-26 00:38:22.729356,000000
03b9c8e3d64be2ed2d8452eb457c51d1cb90ed297fadf53014070e7a203018d87e,LightningFrightening,2019-07-31 19:18:28,
02d11ab83d66a1c07b768ea6731b2edec9cc352a6a2b3438465e0fbce274316409,02d11ab83d66a1c07b76,2019-07-31 19:18:29,
033fa9b1124f3633283581514ce22a13bdecb5bacc0d097fb0d607b8fbdf0135c0,Arcane Crypto LndHub,2019-07-31 19:18:30,
0384d130bfd760b6e9e1155963558367533552ef971563a72c6c5cb117af9db93d,pingbot,2020-04-26 00:38:23.178406,ffbb33
033695f67d4b32066e6f9a7808b9bc4b8ed9a921c4417da4753084339d7c947da1,rumplestiltskin,2020-04-26 00:38:23.404604,ff3300
02f433ecb3abd3a3380f632b1b9865f28ffcf5818c11008f47d2cb4ae7d816f84b,sodermalm,2019-07-31 19:18:32,
03a72ed393ac61fa6094e594a2cfa861807102746f65114b6e75f76c008b067e30,jp_moron,2019-07-31 19:18:34,
02c13fddb12582c4c00f4c4184dd5e4bda8cec18c0d6cf9dba3340b9746566c6a0,MZP,2020-04-26 00:38:23.630653,3399ff
0269403725feda49ffe33440144ac0326a2ecc26eb8e8933fa4a499521fc0ec06f,TORX,2019-07-31 19:18:35,
03fa204f7aa701f2b3445073b5f01376426b315444f1c3172d7f9f67c8f54a8602,03fa204f7aa701f2b344,2019-07-31 19:18:35,
0209b7882b576a18e5fc8439aa7fb1f04f0b27d99cfa26c33541cccafff514e802,daniel_wwf,2019-07-31 19:18:37,
027e8a9c0afcf99078d71b97fd53d53968ac376f9e1320337e352269c8bcc42b61,SocialLightningNetwork.com,2019-07-31 19:18:37,
02d147d5b634e3ef558461f7571099ce4e2b04dd831d9d0f2c2ecbc1cd814cae20,Bitcoin_Discord,2019-07-31 19:14:09,3399ff
03e8fb5c08d42b34490d412c81350bee40bbe15f81d16f281cfee6e4e65f793391,Aristotle,2019-07-31 19:14:05,660066
0216006c2b4b5238e7a5a6ca9cefc141b732aeabb5f5aa7dc3e0489583ed8c09dc,mynodebtc.com [myNode],2020-04-26 00:38:23.859242,68f442
02c1321de5a127023115b90f33ae1244349269f5d18d3ea4014be697e700c07ccc,drader,2019-07-31 19:18:33,3399ff
038ceb07bd6ec0045c941c32097a9598f28884c68eaf2deefbba423098300d9563,UK-Nick-D,2019-07-31 19:14:08,121212
03bbba328cbf962bdd6b6552a561035adf74234093b822de8113dd11dfaa560797,CanadianCryptoCrew,2019-07-31 19:14:09,875238
033f142bfa5185797a8251cfbe47d64c525b922610b2856c6bbcdd5b812505a17b,FAKE_NEWS,2019-07-31 19:18:22,e60000
03faa500d33642061ef6564382f0291a02398a11cdb74595ae1852c41303a1f0d9,03faa500d33642061ef6,2019-07-31 19:14:06,3399ff
03093c3867e6b11193c26caa446880319db7d122f8629ed9052965bccd356c24f4,Vajrapani,2020-04-26 00:38:24.311614,68f442
03e815367711542257b2f84413be353ad52f5a50580ca47fc9ba8efbb7bfb604e4,Easy.spend,2019-07-31 19:18:34,159e49
0285b4605b60161158f653123f0ea008fd1d3b4f8ee5313c27168e12d56beb4ef7,yokr71,2019-07-31 19:18:35,68f442
03e9d67a86532e644b73ae2486c3fdb880c86a39dbcff4191e6f2c11d3b19271a4,susan,2019-07-31 19:14:05,4a913c
0387461ba515aef289aaa12740f3fbd0292dcffc65a6bcb1fbe307859819b473e7,EliteNode       ,2019-07-31 19:18:23,038746
029d50d59c78b81a39f4ca40b6bc9b89710542a31429b69aa075b91b587979205d,bitcoin.punk,2019-07-31 19:14:07,8c00ff
03e12ca51df55d6e4ce80d300250bd15bef92db0c1a46ae0e6b111587f471fa713,03e12ca51df55d6e4ce8,2019-07-31 19:14:04,3399ff
032b888be6b714468e9876b50b7aedbc9ce87c561b455a364a59b94ea2f98a81a7,tiger,2019-07-31 19:18:36,3399ff
022ddd76775a0deb9fc80acc3399bc19a5bb6fcb8a5acbd47ae7a9a98a7ca05ffe,zero.alpha.belt (cptn-solo),2019-07-31 19:18:22,0099ff
03f163a59b2929b4b515d9dfd558f15ce23e95eadc109de013e6f7080d24644be2,blindedbythelight,2019-07-31 19:14:04,3399ff
02f0db807297ca9e00489253d83de7c2c039105b0d8ab71417edfe5e2201ff8996,1Q84Ankara,2019-07-31 19:14:06,68f442
03cfe8879d215ad1fc44f227669da37888f14fa0cfc1fe86c2bfeb3f2f6e83430e,sovereignpay,2019-07-31 19:18:38,3399ff
0399cd9a37f87b2ac5b8f336e46490d32ba85bc763c09e3ab07429596292a3a1e8,cicekdagi,2019-07-31 19:18:23,0000ff
0289e3e8cfa16fefaf05b989e3fa5e59c73adec548129207d368efc1fd7f27de6c,chadl2,2019-07-31 19:14:04,3399ff
022d509049e143b1c5fc5383210acb97a3e5a4b0e0d31dd4c920eee92a4aacd312,Caffeine,2019-07-31 19:14:05,00ffff
03d71b476061f4a81b9a0c456bbfe4c5a991dcdb2bbdf1305e9335bb84de90f062,bazinga,2019-07-31 19:14:08,3399ff
023bcc788a73ff787ae37913dfd4e28a8e09d0d14d6f63f158c3ddae03eb7c41bb,Raspi3Blitz,2019-07-31 19:18:37,68f442
03e9513e9d06be80a91185d52d1fd654f158508d0bc3de7cc7ed8506bcd3e2fe54,BTC-LN,2019-07-31 19:14:07,68f442
0360ea17ecf863f88a2c3a99c8fd82a577d80dcf7d97c91b4a92fd89a35002ed36,AFRICA,2019-07-31 19:14:05,e83b23
025fe3a393644b3ae2634087b284f131e67efea0f0ada18d7b27b0030f23f18a8a,Aubits,2019-07-31 19:18:25,000000
02aeadde2cd5b3776c7f53b783c6b7ccc5feeaf9c5355e8a382a0091e825d8d215,KATZ,2019-07-31 19:18:27,3399ff
03f0f6ef0d2e7b76f202e1bf1e72600ecfc5b28ea96a59d5d3c06d89be13d02611,Chenapan,2019-07-31 19:14:06,68f442
028fcf33530b7d0a5fb84681f4aa55f147174485d9cb86f9597ca4c95464927464,028fcf33530b7d0a5fb8,2019-07-31 19:18:26,3399ff
02165ea5da4edc836444de441b646610273c7fc4e8339d8b068d374aa5f230ac08,terminal9,2019-07-31 19:18:33,02165e
031762e74f988f28bf184dad14fed9db6cc020620148ebef6ae41f81f51277b04d,031762e74f988f28bf18,2019-07-31 19:18:34,3399ff
0371719964ae7f42264932ad3f54940f146a00289c23ad9ac2bb6cb825c4730a58,talentnode,2019-07-31 19:18:28,3399ff
03169acf5007d02d6df84b81541e58fa1070bacae39de675ab64312c15f4e74602,MASTERNODE,2019-07-31 19:18:36,68f442
03d9b6850017b461e44d7e29cb9321484a41d6214c32ceb5e2dfc69fc5dd7b2e8a,03d9b6850017b461e44d,2019-07-31 19:18:38,
0214e84f5eddd3b60ccb12c1a0729051c3a403be4bc6455d2488cc581dcd896212,quicksilver,2019-07-31 19:18:40,
03139bd79698f0816493f49ca9093b9924293ad5aaab26a3f5e20b5353093ea6dc,BitcoinServerONE,2020-04-26 00:38:24.992046,68f442
03da2732d2b9a93c066ab2bf7ade31c5cb5c6b19a3d081f5e9af64bfb64e1f3afa,Mosis Node,2019-07-31 19:18:41,
037db7ce71ef503ed0e45aacbd346f3b1af40122d1d0eeb52d574711bb9a5bcf5f,BlockandKey,2019-07-31 19:18:42,
03975535656e13c2b0b534f601d5f1f6d9ea4b13745604e8619269fd00ce927ae3,qxe.io,2019-07-31 19:18:43,
0271024435660f7056c565fa9000a734cc48aa85b581a06fe9bc0b1c89e7b66874,www.constructionrates.co.uk,2020-04-26 00:38:25.226228,3399ff
0394481d4c01df82ae1311154c235db3ed35a14d12fdc3c872f0e45a3ca5d06135,pal-v-nh.com,2020-04-26 00:38:25.455679,3399ff
0217946a6af79c18bc8477343587417496632e711b7002f73119504b5b96bcd9f9,nodl-lnd-s007-062,2020-04-26 00:38:25.907665,000000
022a259ec4fb54b7b219c9296b34466304fc4216d1246e6d63d22618bfd63fa4e4,LightMyNode1,2019-07-31 19:18:47,
023e18169f9b4253eff56bd7035660b28c95e61e12fabc03f4aef59d102d55bbb0,lightningfees.net,2019-07-31 19:18:51,
03ed04f8fcf6225fa6fb19afb9c4542c540c641869027ba0a935826e45010f8b36,BLACKFOREST,2019-07-31 19:18:51,
037f3d5b948f9c048aa53f2818255d4e137aabf03255e6adf3bc347b82bd3d20f8,CoinF8-LN,2019-07-31 19:18:52,
02c5aa0e6153eb00ebe075192a72080234bad4f5794b9d0d22ab7e9f18358839ba,0.333333333,2019-07-31 19:18:53,
03f63c4ab501a9b4dfc1d26f78f8f259d86a4754d316a878d0b166c58829f76ead,ONRYO,2019-07-31 19:18:53,
0399a7b874b1f52781acb492f12785636f1ef6e0811c87d15191e45fe050ca2e13,NIKE,2020-04-26 00:38:26.359769,68f442
03ce2ff3fd05e8da3b07ec0058f21e53de9d21de04b7908ba5b0e4764413b4ac84,ln1.nakamoto.sk,2019-07-31 19:18:54,
021cae71a87af1db6f5590f7f959a39e6fd75079ed66530ca01d280079573c2543,GreasedLightning,2019-07-31 19:18:56,
02a835d92ac0b3c06b0906eb11c6fb9e12085ebcfb9a0852c9e590e4987698d7af,two,2019-07-31 19:18:56,
036f5358e347d33d15a61ef66c5b79b23807110dc6855a76c2e882cc9cfe1f9f03,BitcoinRomagna,2019-07-31 19:18:57,
02fffb0baa1f8a64d92c8b4222278c33a9c16d0f37bba24104c678fd9e4e7f57d6,GremlinLove,2019-07-31 19:18:38,3399ff
02a3ce53b7f7a5e5c7857bde4a68e09e4d1b9c46b3be685e0a8b785248ce1ebe46,TriniLND,2019-07-31 19:18:56,68f442
033d64a51724bd7705b7b7a8b2f4523acaa4a322214124a8b79b93f9edb2ddbfa7,SLICKERBOUNCE,2019-07-31 19:18:41,033d64
02e6df9231753bf114551a5549da8d72ce8861e65310776b0a7b549bca4e51c16d,trafficm,2019-07-31 19:18:42,49daaa
02401b922b55702e6b825a7be28c3787f514301dd7b1d6b07770e8db791d117412,CTG,2019-07-31 19:18:39,3399ff
0355157b4260b70c7f407a720c527a84e9522cd948e7a8ad92ae00773be52488e3,🌟Star⭐️Service🌟,2019-07-31 19:18:42,3399ff
023bc00c30acc34a5c9cbf78f84aa775cb63f578a69a6f8ec9a7600753d4f9067c,TICKERPLANT,2019-07-31 19:18:54,
03f546835942ec2643d058d9d81e7ea194be8ba73cfe23d66674fd50cffd6c549e,LightLuke,2020-04-26 00:38:26.813085,03f546
02b41692ce80168d4068d7da477bd7cf65b642295171bddd51b11bd9b7ce83cae6,tximista,2019-07-31 19:18:41,68f442
02f9f2ef60e438960698992ba8ab9b6f09cf2a5077f261e5cd7ee5cdc154fffcb2,WW.NZ,2019-07-31 19:18:40,e38c2d
03e5a594f574f845409d474c105c5d233291f94d1fba4ee6a4de595c576bd2f4e1,LNTurkiye,2019-07-31 19:18:44,3399ff
0394481d4c01df82ae1311154c235db3ed35a14d12fdc3c872f0e45a3ca5d06135,pal-v-nh.com,2019-07-31 19:18:51,3399ff
02fbedbf58997eede7f104dde23ca7a02268c9d28dcb4c3f6f6e5021557104cc06,SABATH820,2020-04-26 00:38:27.267576,49daaa
034384974db30c36624d61bde187776a54e7adac6b895443f22c81306582a0ba91,TomBolt,2019-07-31 19:18:45,68f442
02370cab756adfca2f64151090325b9fceb01490c27a6b4f85820a9a8c504d158c,XXIM,2019-07-31 19:18:40,3399ff
02964c50e89786896df7e5d10d7bb6995b0bbdaf891ff24fbcc52b75aae544e514,Raipats Rainmeter,2019-07-31 19:18:53,68f442
03f222c482a047cef2661b8a52db9276ff24b3dfd3971fcf65fd263f14f98f2518,GoldenGateBridge,2019-07-31 19:18:44,3399ff
024570675f274a9812350f5e849bb24eab70ec646f910e64983da43f8878e011ff,hroostik,2019-07-31 19:18:57,68f442
0312c7e0441eb90d28a6abe5bc5d699796a4babecaf722a4e08b9f61ae373f2dd4,stevenisko,2019-07-31 19:18:43,3399ff
022df3659d511f156e3ee91ef608a095ce3399234d374c7105356a36a904469372,Coinnet.EU Lightning ☇,2019-07-31 19:18:46,cc0a20
022c3b4bdf935d254a3b3689f0496b8ca55655bf7c5032664899fec252f993bc5e,nachdenklich,2019-07-31 19:18:52,68f442
022a94ee8d3b1dd52066b33a46a8f1f7ed0d4a9dcf5b0f310ce52e94a392a79299,light#CercleDuCoin,2019-07-31 19:18:52,022a94
03b6fc52481870dbcad028f42cd3784ae9e980a3f7301e7e40d9fc39d351d95353,btc.usui.net,2019-07-31 19:18:52,000000
03b02e48bc282ab9008279e8cc00c1072d4b73ecb1cb5ecee86f4dc3d94757990a,Watermill,2019-07-31 19:18:57,3399ff
0307e2709ba959ed4d158f793d1f838cbab45e5bdffdb809fb51dd400773e8d43d,Full-lifey,2019-07-31 19:18:50,68f442
03eb794413be3ce47ae99a510ba5f8534b46aa81a86ec531ac9a81ba8f8fd97d5f,zygo,2019-07-31 19:18:58,68f442
02a4cf7601c76a0e8e32c1201acf5de05d06e5d362d4e35a503cf12d972454ce56,kizzy,2019-07-31 19:18:53,d2ff28
032dad677072b8f503726df872b279c1e78c9197498eda53d9e3e8af0f8f561b32,LN_CNS,2019-07-31 19:18:39,ff00ff
02b5484640cf157e98a1b724141427e58ccf72697aa21fb388f70259e53fafe6de,02b5484640cf157e98a1,2019-07-31 19:18:43,3399ff
035871bf664d4cca16afa25b06d9e9ff869e9d22887dd466c09b51d1bdcdc574c2,macha,2019-07-31 19:18:57,98004d
03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601,mainnet.lightningconductor.net,2019-07-31 19:18:47,49daaa
03785c99cd75dcd0b3f2f4cedc5a82e108396abba65f107e97d93e3fdb212d38f4,Shock.Network,2019-07-31 19:18:44,2c14a1
0230465203e24e014c0879067908f24cee03ef708e5a1b6fa1c2f816c6a5d41edf,Bitcoin America LN1,2019-07-31 19:18:45,ff0000
03a5927b64b1ea8657d5b770d61a3e2d0554fdb5d568773e0d6a92907913ca21f6,FunSociety.io,2019-07-31 19:18:46,70ce42
02a18a064a7a23095d2293e0fe652d91234a0b599610b45d035616556bd01721f9,betz,2019-07-31 19:18:38,acce55
03aeca3b52e028b68c67d01a62eede65df55bda5cd04e4341ac42688d25fc151cd,notabug,2019-07-31 19:18:51,1d8c09
023337498d36817170316a6f3c64f5cb80ec5d4d7a1229f1a3cb2a2c0a8d99aba5,BB2K19,2019-07-31 19:18:45,02e8b0
034d2dfd138b4dff2e8f29fef8b70b91ae87b384eb8b8294a54ed2e58f11f2109d,RasPDX,2019-07-31 19:18:48,68f442
03b490b2f840dcc5038528740203d59183991554e34fca0f38e45896c6b0a403a2,LightningStormBerlin,2019-07-31 19:18:49,68f442
032f9fd143e4e8f75733faae81c66796d4a28848a309fd2c9ba97b5ffb5a026b57,bitmine,2019-07-31 19:18:46,68f442
02ef01a0a61aa6bc2730ce6d129338ea951658c94113ad9c901752c00c05d9a072,StippyGcpLnd,2019-07-31 19:18:58,
03f14bfa533d1d7ea433114e69cfb83ed0dd460ee577ce81a10b70ee21fc8fba5f,thule,2019-07-31 19:18:58,
02e2c6fd50c59bc4ba5f5bd1f528dd3aaf44afcd8d87a716599b475ca0e3b8b0a8,McNodeFace,2019-07-31 19:18:59,
02bf5bd4140b3ab06249ab9e5c6c972e88b57ebb5d6f952db58ee31e8eb3fbc49b,PathfinderBolt,2020-04-26 00:38:27.943543,68f442
036be6145887d621021eab8f71a2bdd0343117c8ea0eb0cd8afa5ce5c400c36007,nodl-lnd-s007-055,2020-04-26 00:38:28.395863,000000
0349e1165104b5606b94fa8e11499106f8e66526b497dcad6cc22d64987b0808e0,EUROPE#1,2019-07-31 19:19:02,
02259bb2af7cee14c1a90e366484d106e1ad25f70ee29baa30ad0f24fc57b7b635,renew-it.nl,2020-04-26 00:38:28.849794,68f442
03c3b2b20c2cd40c8bf9f4c3f2df1ead32a18e27e8b889d4aff82b9eafbe0b99ca,Lightning.Flight,2019-07-31 19:19:04,
0286e50ebeaafdf7dc321f6c8cb7e964e236b03ed67494b6337215c5c3c42252f2,MarkusTurm,2020-04-26 00:38:29.304873,68f442
02845cc3fb26c21575eba0fded926233f55b67b80180e01eead18aae848abc679f,02845cc3fb26c21575eb,2020-11-07 08:50:25.862974,3399ff
026e8416f415c552db616bceca6d0a35175f8454174af530231b0a6d1ae21ff453,026e8416f415c552db61,2019-07-31 19:19:06,
0250506b17c8d552f65b06526d599e174083b831224a7f3823418116a0b6f7c1b4,Torrealba [LND],2019-07-31 19:19:10,
038b4e69d9cfd3a9472be0cd891b3c15a1ad945da1dca7ee8c95ed91cdf8fd4fc1,JUNIORPHOTO-,2019-07-31 19:19:11,
03daf28eca5683aae3c6dd509e3e9efb89959bf4e7eb8f705e17a5130e605e7e4b,YOUR_NAME [LND],2020-11-07 08:50:26.31724,68f442
028a2cb8d51e44d7d7e108c2e80a98cc069145e05a6d2025cf554bd8866fe32993,DroidBlitzHC1,2019-07-31 19:19:13,
026342667f742f15e208615fe3f6e9c744783043e3a14fdc09f6851b9e539420f1,Atlas,2019-07-31 19:19:13,
02e4bccbfcb81b650879b7233874e78fc8fe426084b425ce0e2c50f72494146551,Supersonic,2019-07-31 19:19:14,
0331feaa48e6039f5f842c6f8372114fe79236f4687135aac0befdf2bf93a8ae16,0331feaa48e6039f5f84,2020-11-07 08:50:26.773082,3399ff
022c2377ef5e78e2903db7b46141ed627e84c6d000686fdabb15a84c7540631f25,pambi,2019-07-31 19:19:15,
02bb280ab6933e93a85697e45da05a514ff17615943f75bf747b0e68adc957cf36,02bb280ab6933e93a856,2019-07-31 19:19:16,
03c169f48f50d7b3244f5c80dbab4ca4c77de330b5c56d049509a63aa9450498a9,lndzoo [LND],2019-07-31 19:19:17,
