pubkey,alias,first_seen,color
0342334bb915f37c2efc52ad438d71433199613642fdb78ecc2f2187e6b20bdfe5,John Yandziak (Escher team),2020-05-10 05:43:44.508185,68f442
0368c8e792548ae12a9d010a31569c17e24b38b460a35bc724dd2926c698ca02b2,faster-visa,2020-05-10 05:43:45.011585,ffb6c1
03e7e17b567113daebbd01f4f894d0d67e8cac7b1e4f8a1518977a7ed1cd8ebd7d,Liberty_Keys_Node,2020-05-10 05:43:46.024701,68f442
0231eccc6510eb2e1c97c8a190d6ea096784aa7c358355442055aac8b20654f932,BitKassa LN34961 [LND],2020-03-22 13:30:47.824474,7423cd
02d0f53a403a0b16efdec1983a082ab7645e35858f6a855871e489c9992748a059,bitcoinsupermarkt.de,2020-03-22 13:30:33.499861,3399ff
0370cf2693c16b5dc1632ae69e4751a0a88fa8f5705d53cb4c9cf805e5ef57aa45,paralelnapolis.sk,2020-03-22 13:30:46.361306,000000
0257c93c2f6676fc736d4cd17b7e437e3ecb04169cda6cfb92cad8ada87fcd0225,[F]TheBanks,2020-03-22 13:30:49.302697,68f442
037041db9fca8ee411a79ea7165dcac059694c55a7f03e1b63f319c318ae8021bc,037041db9fca8ee411a7,2020-03-22 13:31:04.42466,3399ff
0201c0d730b56ab512e5d1a81d81aa31d82cc27c565d9d7af9703f4f457c1ebd8c,PiBlitz,2020-03-22 13:30:42.765725,68f442
03a12a4e7c8c6467366a76f8a3f2d0a1f9e201af9ff8238da94220014d67c40a67,SpinDr,2020-03-22 13:30:35.448063,8865df
03d89eb4dd0c920ac8251adc5cb35db03272bd38eb06de5881771c5f0c46b64ffc,nico,2020-03-22 13:30:48.309466,68f442
03e4392ff03a95214359e58412f4dc913525a2eace7c82ac55eb157dfa0155ce85,TheNodesman,2020-03-22 13:30:53.224511,8000ff
02565e5d2cd55a26f5f43b4c2224fd029d8773446d978bb55051abdc26f4c96f07,vondablitz,2020-03-22 13:31:01.50641,68f442
02c90b1b9d90b0901b396361577a49f06ddbc7dc206b561ec12e45c17b082d1071,02c90b1b9d90b0901b39,2020-03-22 13:30:56.62895,3399ff
02f104c465803bb4e9e07363b4bf28904b57fcaf961fe3fc66aaaab6f4deb353af,Thor12302019,2020-03-22 13:30:36.911032,68f442
03affd378dc2cc98b96c1f386b6043e6c997c563137aa7bec823d7054086cc3f55,Atlantic-Lightning,2020-03-22 13:30:41.297104,3399ff
0397d4270cd2b7e56a860f7cd893dde18341dafeed4906bc316425802b76bab91c,nodl-lnd-s002-016,2020-03-22 13:31:00.04193,000000
0384d67fd4ebb08b23e7a2a06f0c6022ae0ef72846b49b434417922dcd5ff6c19b,bjablitz1,2020-03-22 13:30:56.14266,68f442
03d6fa9c7361f87710be0bbe8e97fadbcfb89d700c8bb1a29f736b5927b7a69576,myLoox [LND],2020-03-22 13:30:51.750832,0000ff
03a8e7c109c27faa66fcea6649b5c78ee63504c54138fa9d1bf867456e0ad34bb6,RAZZ,2020-03-22 13:30:45.212194,68f442
03a7fb52da76a723f7e3cd5d777c0372f1ae1217c82a60e15d12b74089b3d82724,lnZ.hk,2020-03-22 13:31:02.478366,3399ff
021c49397f0e5ba6a240ebf98f45b7e5512e6a663fadb487fd8c7c3d957cc48a34,HTC_COİN,2020-03-22 13:30:52.252483,0066cc
02306900ee22f1cb4932e7cf442445884721f164d11b1d34bcbe093ac24acae3dd,sendbitcoin.lol,2020-03-22 13:30:50.290885,3399ff
036bfd570118f7d38c16c0de23a108510ada8e1446116cc9f1fbe9d81b9b79897a,036bfd570118f7d38c16,2020-03-22 13:30:57.114503,3399ff
030c468d4fa5c187215001df1a13e493f928513167fdabec9214755049f49b4f8b,Hakusai,2020-03-22 13:30:51.265348,3399ff
03219be1874371cae4176abd3222b993482587a792dd2889538303550cd2f7f588,john.zweng.at,2020-03-22 13:31:03.940069,68f442
02e01367e1d7818a7e9a0e8a52badd5c32615e07568dbe0497b6a47f9bef89d6af,ideasarelikeflames.com,2020-03-22 13:30:55.171705,02e013
03fc8d2172a07f015b9822bb203082fce0588f5540a0da8e77b596ce5f800074bb,OuterNode,2020-03-22 13:31:09.901657,3399ff
03c89395d191a553aebd40d43b553cdad09090c588d5b4d1c6d0f3d257d847d263,pizzaman_node,2020-03-22 13:31:07.470544,3399ff
02aa6d04033505013665f96f31c097233947e7cc294558f32036a2f9988567c3e1,Leapfrog,2020-03-22 13:30:45.87625,18f2bb
0342932eef9d2c0affb5e4a7e7fa2ce756cd734b68aff14d46e11a94086d26c6f0,jcToronto99,2020-03-22 13:31:02.964652,3399ff
02d14f6c58b33c197ef0a51655a08df19bc91b2dcbe80dae2c22979af235cc5b3b,CubanLebowski,2020-03-22 13:30:38.377099,68f442
02a092e6dd299fd9df7dcd0744856d78d00f7f6ef12a07cebfa3d5cfda2320bda4,base58.casa,2020-03-22 13:30:36.425516,2626ff
0317d6b341fa2573a2c44d8a9d4a08d8a941caf84fc721973cc321f6f2588d5888,LibertyRex,2020-03-22 13:30:43.752289,3c3b6e
02fa88c9763f5c8534c48aa98cf8313e168ad7031a44c23396d30a9b23fc394431,lightningLink,2020-03-22 13:31:08.441228,68f442
022a096fc8b8fd2b87ba89ae8688651528d24a631a7a05e8c187992abc6f720529,badgerbolt1,2020-03-22 13:30:39.837324,3399ff
03d70cdb68c4cb0a5843675d9a17fa6a44b06ce808dab3608f6175ba10136aef58,btcgo.nl,2020-03-22 13:30:52.738637,3399ff
0254b9dd4df5fa00ab857606bc2c5ef707b0b3c3abef20883a5d544ace32b5c571,curacao,2020-03-22 13:30:58.574322,68f442
02480c283dea91c64dd76777ade0517cf697a42ac7dd4892735b41d456f381a450,.'.EnergonCube.'.,2020-03-22 13:31:04.923982,3399ff
02b95713bbe4609a337f3ca5aab3a75674083ddf5331a462819b6c70f415497c98,mssa,2020-03-22 13:31:06.003719,4a804d
036d293ee276b354e153da13c60b7df632119c380d163eda73fdba944d2f9cd847,CryptoTesla,2020-03-22 13:30:54.198662,3399ff
0394e00d56a9e54a3d29036d218a607eb87257c10a4109fbb964b5c5c03c405329,PayOnline.Tech,2020-03-22 13:30:39.348829,3399ff
0387f20af9f3e8765d5a406019c2f6b67948993ba7577eb4fe7be9907e4147e340,Wynchinford_Farms,2020-03-22 13:31:05.423473,3399ff
02e13839b00f838d830181519eb4eac1ea49050bce13943fb343742e0aa70ff06a,SlantTechZap,2020-03-22 13:30:49.802358,f59342
03f7469b18eca3b4641f90c1f3b7fb418dab9701276590b4011f7f660161e7211a,Super-E-Lightning,2020-03-22 13:30:33.986863,68f442
03ae5e2427a98d54c2509010a78274c87952c3d024ec03ed63d3ff093d4dc7304f,BotaLN,2020-03-22 13:30:59.059792,3399ff
02b3537b2096ccfc44bc12bdcc2e00b11338076d2550c614cb68e03ba1b387255d,Juniper_House,2020-03-22 13:30:47.337427,3399ff
03144fcc73cea41a002b2865f98190ab90e4ff58a2ce24d3870f5079081e42922d,BLW Den,2020-03-22 13:30:54.684757,0000ff
025f53a15c7df10ecd9dbf6e4704fe080f80735d7fdff56db4c581795efef9a4c2,025f53a15c7df10ecd9d,2020-03-22 13:30:40.810175,3399ff
036bd7addc94c938d9db556d967929d8a531a4187e6a8b3aee2dc6be76f50c20bc,BTC-Tor-balanced-channels,2020-03-22 13:31:00.534965,067641
0378029af3dd5d6c23bfa08b35ebb80192b1e02d3000f13ec893174d3463025ef9,NorthernLight,2020-03-22 13:30:32.504453,3399ff
02bbd8307fd0c44e989e458fb76daa363651659d41568d8e7c8c56bc556154dcce,LATENTCHIPMUNK,2020-03-22 13:30:38.862955,02bbd8
020bae58f77e89686f48247a22e351eb4538be46d71e14d7dcf1faddfd949adebd,99CentStore,2020-03-22 13:31:08.927953,3399ff
02e245e1c4d36eee789dfe76b46241d169daba68460d03363f20059bd9aaef5ac6,02e245e1c4d36eee789d,2020-05-10 05:43:46.278981,3399ff
03a359e40ee17c28545272536134c9c4311428308db4306662354e1a0a41a78213,lambada_function,2020-11-08 08:12:49.03901,ffff00
034683411304a8edd1efc4d102eee75e125a5204013d1542e9ee1f842bd5aacc69,TonySats,2020-03-22 13:31:42.467556,00ff00
022c10817fd76e01c63198967a77e3a2ac1d051267d80983790889481ff7ce15e1,~V~0x1xAmsterdamxNL,2020-03-22 13:31:46.898947,ffa500
0319f83c53996cedc6230195aec002376cc619124fd892aa520eda4d53204d9176,0319f83c53996cedc623,2020-03-22 13:31:29.225302,3399ff
0382019f91e0d8a5e497849052b5bedad4329bc88ca24b5dbf499c0bea1af5b6c5,standwithhongkong,2020-03-22 13:31:33.141489,3399ff
0350b55e93c1404720688c05e094b02c938fe10b9dc36274ef5af30c40becababd,popmin,2020-03-22 13:31:30.687515,68f442
038a8f39da8491ce6d53fc618459cfbb9ddc1fd273e0f3bbaf29f3551daa4b57f8,Australian Fast Bowler,2020-03-22 13:31:35.093608,68f442
0327f763c849bfd218910e41eef74f5a737989358ab3565f185e1a61bb7df445b8,0327f763c849bfd21891,2020-03-22 13:31:21.242818,3399ff
024c8c764d8e3657d3fd3bafca31d6733f2bdf6b10e9c438f1b9bc7fc6d9f38509,⚡🍓LNBerry🍓⚡,2020-03-22 13:31:15.356368,
028ff480bc963f220c325a4d6ee8c2c9652d99aaa4cb8fc2fcff0355f2407cb9a0,jbsdx-LND,2020-03-22 13:31:21.821497,efefef
02edb9285641051c0210b3d651a656c93e6cbe6b932dfe07752907f8b7a571a69c,02edb9285641051c0210,2020-03-22 13:31:14.866635,000000
037fed8dc1b6001e9cf8ed74e2d5b7f52830c75512dfc414adf5e0a218281d93f3,cobo_lnd,2020-03-22 13:31:36.566586,3399ff
021e623786e889345a1029980d9cf5bba04913a589903b49419d4e481097dd0b43,021e623786e889345a10,2020-03-22 13:31:22.870185,3399ff
025528c4e73b87ada93830ae566025fd0688dc32d450e8bb9042be4c762b64aa8d,bn79,2020-03-22 13:31:18.275007,3399ff
0229bf5bfd4f29c6cda971a4979605be9a9553e456b5ef3feb795e8dba232e7005,blocktrainer.de,2020-03-22 13:31:24.3324,ee811a
0382a7037fe23814a722c1b0c61b4ca78b1d7ed91176a134e43d3e2c62e034c0e6,mainnet4-lnd.zaphq.io,2020-03-22 13:31:44.950667,3399ff
02ee4254004847fa44755d0113aa2cc44e56cc55f305d6f970636a74815173e592,HAPPYPLOW,2020-03-22 13:31:38.519559,02ee42
031cc27c9ae52f3646f42978da77fdd19dd9a7a4a6cdd0bc3e298851da38274e6f,blackbox,2020-03-22 13:31:32.157272,68f442
021893db301f95d4def153b160f5dad570f7c9efe347a0de89afb6d6a1aa968784,kosmatos,2020-03-22 13:31:31.17692,ce0000
02e0332374302a533d623c5c891d4858a5e3799c6cc15d8df572fdf5cd301ad0fd,semiredacted,2020-03-22 13:31:41.98093,10aded
03683ad802969e6c829e767cdf4e1b6b5527dfd8ccb5b8bc19214f6b0fac7ffb3f,patrick,2020-03-22 13:31:23.846314,5decc3
027be164a1ce7cca51a9fbfa2ce7d833dee7ee18827f4121e84e8132a2bd782418,PrimordioMadrid.onion,2020-03-22 13:31:39.504223,ffd700
025121975efae0bda4e0be1d83f3a892115b6cf5e14bee76178a8d70d22c7ef003,onthebrink,2020-03-22 13:31:40.490069,3399ff
020c92d71dfe47d49d322eed910064787973dff96c05a39d75a75d7e8f33aead4c,LN-Fukaya Japan 020c92d71dfe47d4,2020-03-22 13:31:27.273282,f0fff0
03ff2901fd5a9e8f72d739b72d2686c5374abf5bac04af1a4e19d65147af5ada71,ViperBTC,2020-03-22 13:31:34.115997,3399ff
03aaa60766051e209bac196b5f8dad55fe00388e29480639935fa5443f4fe79cde,A name for your node,2020-03-22 13:31:19.247568,000000
025217e794def082bc85b87c60d29855bac5148f0c58f3530271a5e5e9eaf4149a,daped,2020-03-22 13:31:43.487925,68f442
0245aec4f41d58abc66e0c2f01d9d941043f7a933c86b559c2428f40cc2ba9bbde,Rasputin,2020-03-22 13:31:14.380667,68f442
02982490ab07efc5066a993b35c236ac69cb4263bc404f90975ed21335e71c3258,VoltZard,2020-03-22 13:31:20.225734,ff9966
02d05b8e24093197f243142b01e2d13857f9c8bd44c9c9108c30d9fa3d053bfbd0,stak13,2020-03-22 13:31:27.759694,3399ff
03b38d5b58816a427021606e72b5da14aea20f34474bdbddbcabcf709af7de1e95,GNode,2020-03-22 13:31:24.8232,68f442
036fb07937b7282bedcbb017d05b75a435eb4b0fb7b2615f0d47e4ab0183182104,www.cybergeld.info,2020-03-22 13:31:17.786917,ff9900
0206d8c96281028c4b9b9ca1a77369d67a524c611a0a14aaf8d725aab98274fd8e,0206d8c96281028c4b9b,2020-03-22 13:31:25.811456,68f442
03a8355790b89f4d96963019eb9413b9a2c884691837ac976bacfe25a5212892d7,GoWithTheFlow,2020-03-22 13:31:28.733369,5ae0fd
03801dc1fc241ebc9f9fcfcc343469ecfb429555a8312ecd904d5f406cc8c583a8,ektorp_nacka,2020-03-22 13:31:36.070576,800000
02fe07562f630052b738cbb7cbf411bc254abcbb8f077a59a3296054221d92f560,Bitcoin_Rabbi,2020-03-22 13:31:20.718607,3399ff
02f64ef525fd44940228f9fd73945e1f21af4102fa275a3194e48b7af2a1b19043,GreenPrintsBTCNode,2020-03-22 13:31:26.784457,68f442
03c918ba3e2fd8207bf4c54a546e5b7e60bd4148a805905e7f701b1095318def0c,LEMNISCAP,2020-03-22 13:31:32.646997,ff0000
02e6b17c5a7a2461df38d0a571d92660f38ed5bbc847166ee655a1d0f83c1aa5ac,"It's showtime, Synergy!",2020-03-22 13:31:16.814238,4b0082
02eec95b8e6089d2dc6025e9213fb24eb6af4fe3f25e9adb9a56f167487fc237c2,Pompey,2020-03-22 13:31:29.714392,68f442
024ba3b889a5dccede3a19cb905c64d722d33c6747bf16b56a4080136968b5b703,BLU,2020-03-22 13:31:37.05499,00cccc
02a9acaa1500f1e9f756118b2a7ed0447e6ca991ee6a9cbfe753d88f0dfae8cbe9,BaraBoom [LND],2020-03-22 13:31:41.494862,68f442
038adf725da5c1f08815cd22fdc575bcea8e59b36caac89b1818d2729294fa792f,Bitcoinz4Zombiez,2020-03-22 13:31:25.309748,337e16
038a3a9c132a732afee2c0e896fd21494d6d355951faaf313ebf769e593b91c2fc,cybor,2020-03-22 13:31:16.326992,038a3a
02db6ff6cf968f403aa4ecf7741b7dacc50256ae79a4999edada24da40fdf2667d,longitude-4 [LND],2020-03-22 13:31:39.010636,68f442
029585e5266dff7afe05092d0c2bfd53c075d3bb99216f6e9adcee762fda679d34,Y [LND],2020-03-22 13:31:44.465353,0000ff
025dd646e955e40fcb03192bf3d99c981179bbbb80cac86e1ea1af85753bfef4d0,vvgounder,2020-03-22 13:31:18.761584,3399ff
032658fa3a01177b381618af9a5b92f95d90b801752ef1a43f88b81b192f891bdb,032658fa3a01177b3816,2020-03-22 13:31:47.872949,3399ff
02fa0624f646a8d48a86d4e2e2be7a704066bf0686361ad6819dfb49486a01a2a0,Scooter,2020-03-22 13:31:34.605808,8865df
03b413c4a274c066a2e8fb200601278406e42fe0c7f204f385074b2be5b66a21c2,mrblitz,2020-03-22 13:31:28.247168,68f442
03995b9141901356e796619f86778dac7047bafd9cd779de0fd4ec3ad3bed38f02,hodlcopter,2020-03-22 13:31:38.027971,68f442
0348c77a53a1d2c3221b7641eb554e7911908872eee8b744e132287279bf5130db,CryptoTEDDY,2020-03-22 13:31:15.840668,68f442
0288857f430273cf9ac50c55e38d9505d1dc9fc0ae14bf4fe4b3cdacc11ad1f8d8,CYBRANOSAURUS,2020-03-22 13:31:17.301117,6699ff
03b846c7045353fc8db68c9153dad2319f9abd2500163063a2a59f4dbb05cce65d,PirateOfTheFjords,2020-03-22 13:31:39.991271,68f442
022359a3163e7ef89d3dfbd8973bfa20acfc75c0c8d76fac4bf277d40f019c48da,026-lnd-gar-nodl-it,2020-03-22 13:31:43.975655,000026
03900174bddb85ddb1c970ec75665f78d2c69230ebe43de36eddfe7f2528a58690,Conta���Casa,2020-03-22 13:31:41.009627,3399ff
02b5a8fb877b4a9aecda40ed8e25eff1cd48fc9f478f92eeca1f8fb9a63bd02bae,ASB1,2020-03-22 13:31:13.409407,68f442
03a03d7b38d54d2ce0a8000d2cc52ec57a7cc9c48a748702ff1165bb19df268308,mynode@ DMS,2020-05-11 07:12:43.943957,68f442
02f0ba7e172e2ae5080c9fcf017448b49250d45236e54abd5e1043bba95114ef96,Ciscoman,2020-05-11 07:12:44.217486,3399ff
033695f67d4b32066e6f9a7808b9bc4b8ed9a921c4417da4753084339d7c947da1,rumplestiltskin,2020-05-11 07:12:44.761027,ff3300
022250554773c0a2ccc7477c50a30155afb19cf0b022df809884e04e985bc81f01,QLN,2020-05-11 07:12:45.311507,ffffff
020e9cacb7c1d243394a8c71da5d7ed7b3fe87cf622ba922e303ff5808af844f6b,satlabone,2020-05-11 07:12:45.856613,68f442
02f09416daf433ac179b9260551007db513e648708bafaa8b2b283c91e73d97cff,Tor_Routing_Node,2020-03-22 13:32:24.015825,68f442
03945a8a49c380f5bfe39bddd083a74d2dc4d223fbb146c8ab8bab29b154150b7e,CoinLaffs.gaming,2020-03-22 13:32:05.160716,68f442
0288f79705f1c2e17411d56119f516d55e267bf0aeb48258e1b005fe058fe8bbb8,store.elmit.com,2020-03-22 13:31:54.787163,0288f7
03cb5f69a294d7bef871db44f01bb582d7c934bea2e5dd58669cf42a6123124a84,Ypsilandi,2020-03-22 13:31:52.333659,3399ff
03139bd79698f0816493f49ca9093b9924293ad5aaab26a3f5e20b5353093ea6dc,BitcoinServerONE,2020-03-22 13:32:19.137101,
03680c5ce92148d34d6093fd50375d6a07cb1d69be232a3ebd479fe0b4a98fa89e,eccentricbabysfirstlndnode,2020-03-22 13:32:08.570146,68f450
034e2eac9f34bccfa90adfb1e89f1bef90d93488064365d4fc19c3be2c3ff855cb,023-lnd-gar-nodl-it,2020-03-22 13:31:59.222252,000023
02f5ff845286dcdd7b85532eb61d7caa344854e8fb90760c38ed796584ed5989aa,WRONGDEITY,2020-03-22 13:32:14.054483,02f5ff
0384f9af9ddbbcdecd3f0d99a003bdbc472793845d26fb5b1bc7ec9c44c23d7367,0384f9af9ddbbcdecd3f,2020-03-22 13:32:14.736292,3399ff
021b065dda2a4e980f82327085f830d20450ad94cbd6e96caa26b5bba2ac95423a,MissBitcoinMai,2020-03-22 13:31:59.708797,00e8c1
0317d8cb7e9df372d70553048994ec959199dd5bdc7fae44a889bb7b78ad9b5d5a,Thothx3,2020-03-22 13:31:50.840034,68f442
029103778758aa48012a1395b1cc84e672af3a6d678180306b835931d985ff9f6b,raspigeek,2020-03-22 13:31:55.788832,68f442
039bb663846b683ae1028fd3089415111d0a3f6c2f4f6be24fb90614664a5fc727,JayNode,2020-03-22 13:32:11.508931,3399ff
02a50fa27d29edd142cc6495256d3d9b5da95a0b05dc9fbba94a6157f5cf4d99d8,CanadianLightning,2020-03-22 13:32:23.041128,ff0000
0233d73c073a12e46a3536b61406b35076a99f03eaa416dc26bf41ccb8a49b55a4,Aotearoa,2020-03-22 13:31:58.244127,8865df
025783454d516b9706b6c8293d8b796c5ecfc474d13b71338469a0f58aec8f4511,025783454d516b9706b6,2020-03-22 13:31:51.847216,3399ff
033d607b6032bbb42375c5dbb78bf1bc9115263b8eba3abc5caf2e3ace4c4dc80f,lightningspin.com,2020-03-22 13:32:24.503904,ff0000
02ff801fd6c8ef084103ffa4baede2259de04a86e1fd8fdc525d4d15c232a46174,mynodebtc.com [SLev1955],2020-03-22 13:32:09.54654,68f442
03a3f44ca18b4bfbf786fe7efc3956ea2142b049d1aa108907f2382dcb51eb05b0,SneakyLightning,2020-03-22 13:32:01.680578,214480
0249b0e7f93ced7877234fcbda889c18da768ac7c5cf2fe15384bd49e30010f5e1,lnd-01.mainnet,2020-03-22 13:32:11.019485,3399ff
02310841b34230632b2e8185f9429dbf27a463270cf049a66ce2d56b524b283b6d,BOB Chicago,2020-03-22 13:32:04.183537,3399ff
031e40f1f785edd99c7f20aeee19c6242502a9a7b0a4369eaaaf050b56fcde1228,BitcoinTW,2020-03-22 13:31:56.764493,3399ff
03255936a5525f83e683a6458a71b742378856973ffc8261a597a2e486193a16c0,Lyra,2020-03-22 13:32:13.062045,68f442
02a606d47e7ad9c1b05034abd3b0b805b05bc2bd8259cf0ac281cf0c7133fd6946,Night Jester ⚡️ [nodl],2020-03-22 13:31:57.75403,0000ff
026d92e8c39aa2c08d51b56647508be2c8de32e71a69ca2f3f5880c46c5d8e0ea7,SolaraSystems,2020-03-22 13:32:21.574467,3399ff
03ea8199ea26971ee3fdb00a32ab54e55172b13f2f723f07f5b81b8dbc9911d3de,svanstaa,2020-03-22 13:32:07.594036,68f442
032dc8ddcc3f220eeb83c7df6977118b7c2090dbd9a7639674d292da02cb873346,SHT,2020-03-22 13:32:06.61803,ff9900
034b75f782247594c134a57e4699a2d246cb6ba0bd5ea225172993db7271f7c045,McNerdface,2020-03-22 13:32:01.18162,68f442
02913d84886059292845f870c5229f103dd8d7d71d7e9fc6fd52f75a40486d2187,btc.lnetwork.tokyo,2020-03-22 13:31:51.358075,db245b
03720fe458e78020737d28c7fb578ae023d3b211dc15585d67d189102be0061f82,03720fe458e78020737d,2020-03-22 13:32:19.623345,000000
024a05bfe6b562e01834f9ce3eb2921d3cdbc50cd39c0d03a78dabb027d137c3d6,024a05bfe6b562e01834,2020-03-22 13:31:55.275796,3399ff
0215a82f989529981dfe2539fa0a8e370d7355c7ae58626165a26d7cc4a61e2191,lightning.miningspeed.com,2020-03-22 13:31:50.3166,68f442
02a432c5c0842b18a7f1ba8117dc5dc0989603b7e5cb1c8d86114b309a2d1ac047,bitflow [LND],2020-03-22 13:32:05.646026,68f442
02de0bc62a91dbfeacb61b2588b57ab0f35c745fabaddf381dceb7dc5de8ea4ce1,Zeus,2020-03-22 13:32:15.711443,68f442
02b8810bb5c99b98c5631d9e169bf318c285459998789e7af386f3aaff24a65578,Cryptomodity,2020-03-22 13:32:08.080809,3399ff
03fc5b91ce2d857f146fd9b986363374ffe04dc143d8bcd6d7664c8873c463cdfc,pinsert.pl,2020-03-22 13:31:58.731094,ffff00
0200424bd89b5282c310e10a52fd783070556f947b54d93f73fd89534ce0cba708,WHENBTC,2020-03-22 13:31:52.831504,3399ff
034593537dc19047de45ef90ec22b83243b184df595a613883fea6542caf39a656,#freeross,2020-03-22 13:32:10.035586,034593
022f3c0ceeab498504aadb5fe2eb19581ceec0feb70bff24c39973a12a569e01f6,PizzaNode2,2020-03-22 13:32:07.107723,3399ff
021da6fede69ffa1606973f8cf77cdffbd3c33127932c3be39d204c327691c5487,Bitonic,2020-03-22 13:31:49.830297,3399ff
02645d48c49975ccb05017bf337fefc7bc8adb3f6e08fed9dd069a67d61e3f1c9b,box,2020-03-22 13:32:04.672922,02645d
028c82a633254a4c077b5babb2dec212b5dd61ffa2eabb273c143f2a23668886f4,SANMTL,2020-03-22 13:31:48.848292,0000ff
02c7a5c730bdffeb09c69bf5c42329d114a1d7326c3026bd0cd5bbf542846346da,codeEngine,2020-03-22 13:32:23.527228,3399ff
0350aee2b6b0b4d3da1d7066ddbb706b6c00aa9fad496be51e0ba67bf6ed51f616,Adam_BTC_ubox,2020-03-22 13:31:57.267793,000000
03f8382a85edfac59a0e3a47dc5d71eb4230270c1c4eb15248978d1fc0faadc35e,03f8382a85edfac59a0e,2020-03-22 13:31:56.273311,3399ff
0254859936e46201aee438db79266a73c6f7ef5a926432660d383fc62f28fbc64a,Ma Name,2020-03-22 13:32:00.684455,68f442
02311e18455a1af43c78bbf2363a6e3b20da4734813f3743153bc4f876d1c08189,lisacointwo,2020-03-22 13:32:10.53383,68f442
0229017ef0ea16973a05fa4cc9c7aa63b026b4ee9f74b50811e541d8c11a2f22ff,All4nodl [LND],2020-03-22 13:32:02.717217,0000ff
032ee8428ff4c072975fa6af8787121b5c0375c44d40cc675d47084684df36aa2b,Arisbe,2020-03-22 13:31:49.33546,3399ff
0369386a873577d2e40507ad7c9a832c9276a8c3ae0ed6da41d9b4fc97c81c3f5a,0369386a873577d2e405,2020-03-22 13:32:18.165554,3399ff
0206c52fb5cec665369fc201b877fc8742b0926a83e5d514caaa0531ba7c615f80,Espen11-RaspiBlitz,2020-03-22 13:32:03.694824,68f442
032c14422d357563741742d46095785c76e7094d144a9dc8e15f19f929f3678d2f,chtest,2020-03-22 13:32:16.202671,3399ff
02279affa59de742503180ee0745be70f827f923ddf85ac6f811e5f629f6966f34,LOUDSPORK-,2020-03-22 13:32:17.671119,02279a
023cbd7019ccf91454e805ec0cba6b1acb12259238d8cc1a2103887a853e7471d7,Quark,2020-05-11 07:12:46.135565,68f442
03008e83a4c3c57ffd46e2e435af380d68da13638c6e995dea0232e1d703aef6ef,mynodebtc.com [myNode],2020-05-11 07:12:46.678275,68f442
03b7567cb6a168d177311b4f3639226211173da50a5eed40fb5bd98150cabe6dd1,fwoggyNode,2020-03-22 13:32:50.519542,111111
03f681f8c74e0b44e17818d9d5b4de6dec3e11b2aacea27a258d31167b2eb296ab,Test1,2020-03-22 13:32:33.698071,333333
034c58fc409d2d5f78dfd587359fb48eec314e4b159b0b9ff730fdcc6a3b86f797,WRONGPHOTO,2020-03-22 13:32:26.827638,034c58
024a853d9cdedafc164e49c2cef301966e5a78091322a84175b52d059d71b4d672,ac.com.au,2020-03-22 13:32:36.136382,3399ff
0294aea024e8648bc98814bdaf668f3368a6a7e535da09fdd89d63b2506d9c7a1a,TheBitcoinReportnl,2020-03-22 13:32:40.055605,68f442
02b289f93133eea9b2268ea62f2f0acdc8465aa0fdaa59f4120a961440dfec6d2f,Nana&PapasNode,2020-03-22 13:32:54.510476,3399ff
033ea99543844a82d0fb9f9e9fcecb72d6958e113c637cc638a6c7375932e8da5d,PaleRider,2020-03-22 13:32:32.230605,3399ff
030f7890a6b5d5805637ed73c3c0de4f0194651ba3ea03849d176bcacdc3fa1d8d,QUICKENING,2020-03-22 13:32:57.003259,000066
03a3ed01180122827529d364031b607148d882984b6635cc70b29c62ff38d9b5a6,Happywheel,2020-03-22 13:32:42.03206,f9ff00
03fc3d6064a7f6fa6008dd2c13036e9a13427acd2c18fed52aa86926617829614f,020-lnd-gar-nodl-it,2020-03-22 13:32:58.49836,000020
032cd82afd905844ba456973033e91e129535953de32c150a1dbd6b2c605b3c233,RoninGaijin_Mifune-CASA,2020-03-22 13:32:35.163799,822709
033c87f6e5e202a4569d6d074da09cad4210a25bb89f00d6f53caa7429f6e55eed,LIME,2020-03-22 13:32:40.54397,00ff00
0272e5a558b7bc9fa1f7e0cd42b6b237bbfdca71baf3300707b9562efed46ec488,YELLOWTRINITY,2020-03-22 13:32:29.263634,0272e5
023412a2105da50df5bf6f43f7c83dac46a3b50eeb02c5461d97cff64970ad256f,Blockchain,2019-07-31 19:22:55,3399ff
0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,LightningPowerUsers.com,2020-03-22 13:32:38.095234,000000
038d41dab92e95ec7b6b5026f4d8fe67aa892fed47da48a91d7d1e0ae16070751d,mamalamama,2020-03-22 13:32:41.533586,3399ff
0365b45d4138eb15801035390542169e03ded5f51631e09fcff6480243e9c1e440,0365b45d4138eb158010,2020-03-22 13:32:39.072447,3abbcc
03c70c3f679501c117eed75c88fc5640d07e3ca7bf3d51d3aedbcb056168f74618,Broekie,2020-03-22 13:32:28.291968,3399ff
0246dae073f563308943c44f4d072f226f4968ea6a5a82079e9bfc9860a8a620f9,pokatoo,2020-03-22 13:32:27.31681,f0a000
0391489a933ab83094d1af43b3df3e8c8d467474649361912f05211d0e68a28fc9,0391489a933ab83094d1,2020-03-22 13:32:42.523654,3399ff
0213c1c382938ec1baeeb71671be63d29d25e867e1b7c071468dd2acea4456851e, KONTIKI,2020-03-22 13:32:46.47699,006666
