date,block_number,block_ts,total_utxo_value,utxo_value_under_1d,utxo_value_1d_1w,utxo_value_1w_1m,utxo_value_1m_3m,utxo_value_3m_6m,utxo_value_6m_12m,utxo_value_12m_18m,utxo_value_18m_24m,utxo_value_2y_3y,utxo_value_3y_5y,utxo_value_5y_8y,utxo_value_greater_8y,total_utxo_count,utxo_count_under_1d,utxo_count_1d_1w,utxo_count_1w_1m,utxo_count_1m_3m,utxo_count_3m_6m,utxo_count_6m_12m,utxo_count_12m_18m,utxo_count_18m_24m,utxo_count_2y_3y,utxo_count_3y_5y,utxo_count_5y_8y,utxo_count_greater_8y,total_utxo_count_filter,utxo_count_filter_under_1d,utxo_count_filter_1d_1w,utxo_count_filter_1w_1m,utxo_count_filter_1m_3m,utxo_count_filter_3m_6m,utxo_count_filter_6m_12m,utxo_count_filter_12m_18m,utxo_count_filter_18m_24m,utxo_count_filter_2y_3y,utxo_count_filter_3y_5y,utxo_count_filter_5y_8y,utxo_count_filter_greater_8y
2011-06-09,129687,2011-06-09T23:56:53,648439998999999,18149369274483,62806074574583,88734006060986,73108293063747,101016262180315,97373220845885,65800846000000,47260402000000,94191525000000,0,0,0,260150,14649,41599,70409,45829,30368,20210,10368,8693,18025,0,0,0,241355,12828,37071,63562,42247,28778,19824,10334,8693,18018,0,0,0
2011-06-10,129910,2011-06-10T23:59:33,649554998999999,30215933874976,49167594292724,94257800556011,72950221989336,99482402721457,97347330565495,65764262000000,46440428000000,93929025000000,0,0,0,265413,12848,46092,72119,46778,30334,20197,10331,8649,18065,0,0,0,245300,10982,40541,65524,42668,28745,19809,10324,8649,18058,0,0,0
2011-06-11,130162,2011-06-11T23:48:10,650814998999999,18311393728129,63515324927292,96270221886865,73516745308499,99062077721457,96633521427757,65561261000000,43715428000000,94229025000000,0,0,0,272757,13801,49002,74839,47943,30340,20200,10295,8212,18125,0,0,0,251265,12020,42373,67955,43754,28735,19809,10289,8212,18118,0,0,0
2011-06-12,130395,2011-06-12T23:52:40,651979998999999,62561923520820,54144396315891,59880965619181,77804501947748,98261916886543,96143476709816,64915266000000,43650428000000,94617124000000,0,0,0,278976,14536,51975,76397,48953,30309,20135,10270,8199,18202,0,0,0,256084,12552,44558,69198,44678,28702,19738,10264,8199,18195,0,0,0
2011-06-13,130622,2011-06-13T23:57:10,653114998999999,15246854635022,105143610583189,57099208307150,80688289098984,98698356665838,93863504709816,64127599000000,43420452000000,94827124000000,0,0,0,284875,14799,54155,77283,51534,30809,19021,10822,8189,18263,0,0,0,260910,13182,45828,69668,47156,29192,18625,10814,8189,18256,0,0,0
2011-06-14,130869,2011-06-14T23:59:26,654349998999999,32079569759542,100992677770461,53977720232164,79767216842178,98247548685838,91913314709816,65474128000000,40645699000000,91252124000000,0,0,0,296148,19218,58657,77795,53351,31140,18549,11290,8119,18029,0,0,0,270791,17130,49972,69754,48868,29495,18158,11273,8119,18022,0,0,0
2011-06-15,131148,2011-06-15T23:59:29,655744998999999,28204322620387,112067404197620,60742579358153,75075434419609,98554414119847,82620639284383,66562382000000,40560699000000,91357124000000,0,0,0,302973,15550,64514,80347,54808,31786,17984,11823,8102,18059,0,0,0,276247,13435,55293,71676,50110,30182,17599,11798,8102,18052,0,0,0
2011-06-16,131328,2011-06-16T23:53:15,656644998999999,29150076481427,113408171438723,64042125863625,74695535763418,98329530168423,80742206284383,64164530000000,40490699000000,91622124000000,0,0,0,308030,14597,65222,83935,57027,31976,17514,11559,8088,18112,0,0,0,279842,12494,55704,74315,52135,30341,17129,11531,8088,18105,0,0,0
2011-06-17,131514,2011-06-17T23:58:40,657574998999999,24045150942487,109137411777125,77011785721584,75046768202505,95610590168423,79480836187875,65018633000000,40520699000000,91703124000000,0,0,0,313733,14429,66196,86686,58691,32491,17096,11922,8094,18128,0,0,0,284306,12584,56433,76031,53643,30795,16732,11873,8094,18121,0,0,0
2011-06-18,131711,2011-06-18T23:47:07,658559998999999,18343187039434,113620306599818,77945537343565,76608510649885,95233498179422,79043666187875,65259570000000,40775699000000,91730024000000,0,0,0,323351,16256,67295,91348,60059,33107,17022,11986,8145,18133,0,0,0,291378,13173,57477,79666,54867,31329,16667,11928,8145,18126,0,0,0
2011-06-19,131934,2011-06-19T23:58:50,659674998999999,93707645306721,59547153392772,68112969552104,68407840877573,93965927179422,78546925691407,65450314000000,40800699000000,91135524000000,0,0,0,331903,16684,68950,95809,61624,33583,16975,12091,8150,18037,0,0,0,297367,13497,58038,83104,56184,31712,16626,12026,8150,18030,0,0,0
2011-06-20,132168,2011-06-20T23:58:36,660844998999999,21145014963509,132466235711543,68902164077540,68834062376578,93972249179422,77982074691407,65461975000000,40895699000000,91185524000000,0,0,0,342908,17235,71872,101053,63342,34113,16892,12185,8169,18047,0,0,0,305737,14030,59396,87600,57663,32179,16549,12111,8169,18040,0,0,0
2011-06-21,132421,2011-06-21T23:53:29,662109998999999,19923263790272,115280500823824,89644871045355,67718931531657,93935880179422,77740175629469,65650153000000,41010699000000,91205524000000,0,0,0,353007,16664,72032,108851,65510,34559,16887,12261,8192,18051,0,0,0,312168,12371,58378,94313,59563,32578,16544,12185,8192,18044,0,0,0
2011-06-22,132681,2011-06-22T23:59:37,663409998999999,19217028449311,112042465775687,94185779462226,67953842368876,93192250865452,78500592078447,65756817000000,41320699000000,91240524000000,0,0,0,366174,19001,74648,113350,68811,34818,16906,12328,8254,18058,0,0,0,322071,15116,58870,97630,62546,32793,16559,12252,8254,18051,0,0,0
2011-06-23,132921,2011-06-23T23:56:45,664609998999999,61185872176401,61362904019713,103128959375047,68970550436363,93135320914028,78085176078447,65835993000000,41604699000000,91300524000000,0,0,0,376954,16981,80025,118569,70515,35226,16916,12342,8310,18070,0,0,0,329901,13408,62559,101634,63940,33157,16569,12261,8310,18063,0,0,0
2011-06-24,133137,2011-06-24T23:54:29,665689998999999,17039115300011,104932173328172,104650130311287,69283157109352,92587868616881,78386023334296,64624528000000,43011479000000,91175524000000,0,0,0,385395,15351,82232,124836,71670,35569,16949,12388,8355,18045,0,0,0,336625,12806,63315,106899,64851,33460,16596,12305,8355,18038,0,0,0
2011-06-25,133280,2011-06-25T23:49:33,666404998999999,17749757058475,102537538437631,106880689387306,67390785657420,93997789616881,76342518842286,66997917000000,43302479000000,91205524000000,0,0,0,391074,12803,80974,131957,73617,35838,16972,12464,8398,18051,0,0,0,340933,10737,62624,111879,66552,33699,16622,12378,8398,18044,0,0,0
2011-06-26,133429,2011-06-26T23:23:04,667149998999999,18172226308894,80648516397210,129965628788732,68497504045996,93885900616881,74009295842286,67372924000000,43357479000000,91240524000000,0,0,0,394885,12217,75985,139056,75361,36270,16999,12530,8409,18058,0,0,0,342750,9422,58778,116728,68163,34102,16653,12444,8409,18051,0,0,0
2011-06-27,133598,2011-06-27T23:47:42,667994998999999,25158969054203,79356994659178,128271870706935,69700981120516,89838163683836,73784524775331,67640492000000,43567479000000,90675524000000,0,0,0,402805,18824,69436,144063,77759,36745,17003,12606,8424,17945,0,0,0,347300,14433,52720,119732,70324,34556,16655,12518,8424,17938,0,0,0
2011-06-28,133758,2011-06-28T23:52:16,668794998999999,19873237763125,83378264586690,131194694521682,71038622184356,88040329683836,73769917260310,67606974000000,43567435000000,90325524000000,0,0,0,408692,13584,71635,150495,79792,37168,17068,12651,8424,17875,0,0,0,351139,10631,54823,122972,72163,34985,16713,12560,8424,17868,0,0,0
2011-06-29,133930,2011-06-29T23:56:40,669654998999999,17023822169749,82777648540876,135883799303933,71125428041295,87884977683836,73238751260310,67637613000000,43542435000000,90540524000000,0,0,0,415332,14219,67519,157829,82141,37517,17091,12679,8419,17918,0,0,0,354850,10722,51369,127595,74198,35324,16725,12587,8419,17911,0,0,0
2011-06-30,134121,2011-06-30T23:46:31,670609998999999,17847388509750,37715079117797,181718527813741,70994062614565,86655601683836,73715827260310,67535553000000,43817435000000,90610524000000,0,0,0,421795,13650,65787,164407,83999,37687,17162,12697,8474,17932,0,0,0,359171,10704,49643,131835,75729,35468,16793,12600,8474,17925,0,0,0
2011-07-01,134294,2011-07-01T23:55:58,671474998999999,17256750143183,37120239240370,175996075014118,78774510609606,84680466413964,75038086578758,67755912000000,43977435000000,90875524000000,0,0,0,435413,20584,65044,168452,86886,38082,17181,12726,8473,17985,0,0,0,364393,11450,48568,134320,78341,35829,16806,12628,8473,17978,0,0,0
2011-07-02,134463,2011-07-02T23:58:47,672319998999999,17045251330336,40153165925905,171808324253180,80917468497856,84413188177025,75001643815697,67857998000000,43947435000000,91175524000000,0,0,0,455195,25461,73999,170317,90494,38408,17241,12763,8467,18045,0,0,0,368988,9577,50342,135286,81625,36132,16857,12664,8467,18038,0,0,0
2011-07-03,134628,2011-07-03T23:54:17,673144998999999,12289929711619,42127634024408,170566708451175,85693104949445,84231941164250,74953956699102,67748765000000,44062435000000,91470524000000,0,0,0,464284,14279,87999,172989,93679,38678,17299,12808,8449,18104,0,0,0,374179,9832,51127,136293,84378,36400,16896,12707,8449,18097,0,0,0
2011-07-04,134798,2011-07-04T23:46:49,673994998999999,14716154384460,32717913033857,177184824255592,86835671462738,81892507164250,76909948699102,67791358000000,44171098000000,91775524000000,0,0,0,472219,15017,84069,179631,97682,38981,17366,12860,8448,18165,0,0,0,379457,11769,46932,139835,87920,36686,16951,12758,8448,18158,0,0,0
2011-07-05,134937,2011-07-05T23:53:26,674689998999999,12195063226205,33187527381297,180632131079859,87367593439286,80704615213379,77180601659973,67405945000000,43960998000000,92055524000000,0,0,0,477543,14019,85139,182403,99826,39331,17364,12833,8407,18221,0,0,0,382817,11316,47651,140991,89554,37017,16937,12730,8407,18214,0,0,0
2011-07-06,135094,2011-07-06T23:58:57,675474998999999,13008956178334,32932735363480,173672489756957,94535883407876,80654665633379,76772419659973,67128011000000,44459315000000,92310523000000,0,0,0,483044,15484,83220,183597,103950,39804,17437,12838,8443,18271,0,0,0,385380,11534,46630,140388,92937,37454,16997,12732,8443,18265,0,0,0
2011-07-07,135225,2011-07-07T23:43:21,676129998999999,10227445554384,31515030327539,174570813947871,98685389876853,79931395633379,76629920659973,67400165000000,44599315000000,92570523000000,0,0,0,488859,13424,84959,183372,110023,39940,17476,12871,8471,18323,0,0,0,387937,9180,47368,139261,97978,37576,17021,12765,8471,18317,0,0,0
2011-07-08,135390,2011-07-08T23:33:18,676954998999999,8730259607017,30605458883907,175381866263185,100664649052538,80280397484803,76611462708549,67286064000000,44604318000000,92790523000000,0,0,0,498821,16583,78286,191563,114884,40189,17559,12917,8473,18367,0,0,0,392942,11042,45485,140106,101768,37811,17086,12810,8473,18361,0,0,0
2011-07-09,135539,2011-07-09T23:58:14,677699998999999,9926694705544,25341228694584,177941074809835,102541991548108,80321363353731,76651323888197,67311481000000,44599318000000,93065523000000,0,0,0,508152,15446,69533,204849,120411,40382,17707,12930,8472,18422,0,0,0,396724,9390,47035,139196,106190,37985,17217,12823,8472,18416,0,0,0
2011-07-10,135676,2011-07-10T23:28:39,678384998999999,10924708949849,25648547398138,174540043839159,106517559570925,80218455353731,75422503888197,67043082000000,44689575000000,93380523000000,0,0,0,521577,21266,70336,205949,125967,40577,17580,12939,8478,18485,0,0,0,398669,9153,46208,137715,110562,38175,17074,12825,8478,18479,0,0,0
2011-07-11,135833,2011-07-11T23:58:38,679169998999999,10775023815335,25058703953754,175130730750747,107666997238235,80324143255951,74082463985977,67546838000000,44899575000000,93685523000000,0,0,0,530382,15959,76732,207203,132066,40754,17712,12899,8511,18546,0,0,0,403320,11210,43620,137386,115745,38347,17180,12781,8511,18540,0,0,0
2011-07-12,135974,2011-07-12T23:59:50,679874998999999,9688447556198,20806405405951,161224907971926,127404788407826,80482085672121,73760898985977,67517367000000,45024575000000,93965523000000,0,0,0,539419,15776,79009,205241,140045,41521,17783,12906,8536,18602,0,0,0,407881,10708,43851,134567,122833,38766,17238,12786,8536,18596,0,0,0
2011-07-13,136165,2011-07-13T23:55:18,680829998999999,11435684192770,18147375617699,158779806605299,131186809125405,80132893472849,74136886985977,67645445000000,45149575000000,94215523000000,0,0,0,551352,18309,80024,207075,145937,41985,17864,12949,8557,18652,0,0,0,412952,10953,43653,134380,127594,39033,17309,12827,8557,18646,0,0,0
2011-07-14,136309,2011-07-14T23:39:07,681549998999999,9432006016281,20261409758049,150849538745168,139448622975242,80335169519282,73888081985977,67020072000000,45809575000000,94505523000000,0,0,0,565515,20739,84939,207747,151763,42165,17889,13001,8562,18710,0,0,0,417981,11152,45361,132734,132085,39182,17324,12877,8562,18704,0,0,0
2011-07-15,136471,2011-07-15T22:52:01,682359998999999,8678862340643,19914033809760,149664152795519,141821476917740,81070730150360,73422035985977,66374764000000,46628420000000,94785523000000,0,0,0,576359,16703,89873,211047,157955,42442,17966,13033,8574,18766,0,0,0,422418,9829,46085,132304,137128,39438,17391,12909,8574,18760,0,0,0
2011-07-16,136628,2011-07-16T23:59:14,683144998999999,8593295657063,19508732702748,148866120551014,141850378952837,82726714150360,73415263985977,66460550000000,46673420000000,95050523000000,0,0,0,586080,16033,91267,211852,165587,42825,18043,13071,8583,18819,0,0,0,427311,10741,46603,129844,142540,39783,17459,12945,8583,18813,0,0,0
2011-07-17,136798,2011-07-17T23:59:14,683994998999999,9011531066025,18314346177128,127779839494031,163773923106478,83374992411106,73198483745231,66043040000000,47168320000000,95330523000000,0,0,0,595958,16641,85848,218234,173497,43056,18122,13106,8579,18875,0,0,0,430771,9604,48058,126951,148214,39995,17522,12979,8579,18869,0,0,0
2011-07-18,136968,2011-07-18T23:42:02,684844998999999,58355960884848,15290690178847,80020442653931,165734854126036,83433316411106,73302941745231,65872950000000,47173320000000,95660523000000,0,0,0,599913,15015,84001,217400,181150,43512,18199,13115,8580,18941,0,0,0,431187,9472,44959,124643,153596,40428,17587,12987,8580,18935,0,0,0
2011-07-19,137110,2011-07-19T23:59:42,685554998999999,9643540194179,64763090413077,75388465091401,170293191145005,82456715411106,73811235745231,66044918000000,47303320000000,95850523000000,0,0,0,606298,14943,82964,216976,188467,43991,18286,13086,8606,18979,0,0,0,432585,9231,43333,123290,157672,40854,17668,12958,8606,18973,0,0,0
2011-07-20,137259,2011-07-20T23:59:31,686299998999999,21961625799710,64073328315002,76001260362209,157908588481364,83209346296483,73674698745231,66022308000000,47333320000000,96115523000000,0,0,0,615570,16270,80178,218205,197203,44653,18310,13107,8612,19032,0,0,0,436065,9807,42032,120804,163659,41460,17686,12979,8612,19026,0,0,0
2011-07-21,137411,2011-07-21T23:52:47,687059998999999,8047344399293,77493887715194,71871540654452,162296760345656,83206488140173,74442704745231,65867430000000,47398308000000,96435535000000,0,0,0,625252,16346,75932,223903,204646,45251,18359,13094,8625,19096,0,0,0,438719,8747,40802,120125,168617,42017,17732,12964,8625,19090,0,0,0
2011-07-22,137562,2011-07-22T23:48:53,687814998999999,8836828081343,77411743609381,68448230118518,165151604842987,83396376028244,74396821319526,65979552000000,47478308000000,96715535000000,0,0,0,633236,13993,76308,226991,210652,45942,18441,13116,8641,19152,0,0,0,441638,8397,40295,118829,172894,42649,17803,12984,8641,19146,0,0,0
2011-07-23,137708,2011-07-23T23:46:49,688544998999999,7007894509775,78728468939836,67984460884044,166109807004946,83915363149349,74335642512049,65969519000000,47498308000000,96995535000000,0,0,0,641554,13849,75812,230649,215060,46682,18519,13130,8645,19208,0,0,0,444686,8164,39245,119163,176078,43326,17867,12996,8645,19202,0,0,0
2011-07-24,137874,2011-07-24T23:47:20,689374998999999,7681431994389,78388798601683,65396769365504,168753726539297,84261616987077,74229259512049,65284553000000,48063308000000,97315535000000,0,0,0,650108,14925,73661,234900,219547,47411,18624,13118,8650,19272,0,0,0,447682,8874,38271,119120,178552,43997,17969,12983,8650,19266,0,0,0
2011-07-25,138039,2011-07-25T23:47:16,690199998999999,8711103928600,27858098231554,109350438020475,174815221700290,84061734607031,74504110512049,65245449000000,48078308000000,97575535000000,0,0,0,658481,17356,72754,232134,228514,47902,18713,13135,8649,19324,0,0,0,449996,10621,36817,114875,184243,44420,18053,13001,8648,19318,0,0,0
2011-07-26,138215,2011-07-26T23:58:17,691079998999999,8423507497001,27950714961066,104497038223090,179352690777759,85221470029034,74375431512049,65320303000000,48313308000000,97625535000000,0,0,0,665613,14287,75227,233498,234116,48522,18750,13183,8696,19334,0,0,0,452343,8920,38271,113309,187698,44988,18087,13047,8695,19328,0,0,0
2011-07-27,138389,2011-07-27T23:57:17,691949998999999,7809032864128,15930301643464,116367581190616,171207554866810,94694169922932,74482072512049,65160444000000,48538307000000,97760535000000,0,0,0,674523,15623,74416,235740,239575,48957,18950,13164,8737,19361,0,0,0,455491,9347,38418,112458,190495,45369,18285,13028,8736,19355,0,0,0
2011-07-28,138544,2011-07-28T23:56:25,692724998999999,9851972280956,16827152156722,111024307428734,174062027923368,94016547698170,75108758512049,65275391000000,48478307000000,98080535000000,0,0,0,684347,16355,74226,239365,244567,49025,19464,13195,8725,19425,0,0,0,458236,8953,39433,111155,193336,45381,18776,13059,8724,19419,0,0,0
2011-07-29,138708,2011-07-29T23:47:59,693544998999999,6856758589943,20029738737985,106680332660361,178470226245589,94141343254072,75256278512049,65326479000000,48403307000000,98380535000000,0,0,0,694752,15037,77405,234724,256942,48909,20319,13221,8710,19485,0,0,0,462668,8659,40755,109765,197395,45206,19615,13085,8709,19479,0,0,0
2011-07-30,138860,2011-07-30T23:53:17,694304998999999,7260366698252,20860597991206,102680817905958,181018864147760,94516511744774,75644137512019,65284861000030,48343307000000,98695535000000,0,0,0,703828,13369,79196,224441,275265,49194,20859,13258,8698,19548,0,0,0,465892,7246,41780,109441,200482,45446,20136,13122,8697,19542,0,0,0
2011-07-31,139035,2011-07-31T23:58:31,695179998999999,19114043107728,22310735403932,89148017061242,181325544693943,94974087403130,75784217329994,65254512000030,48243307000000,99025535000000,0,0,0,714506,16010,78002,226000,282209,49406,21321,13266,8678,19614,0,0,0,470034,9101,40524,109120,203646,45664,20563,13131,8677,19608,0,0,0
2011-08-01,139200,2011-08-01T23:40:29,696004998999999,20691833128790,21851667251359,86547030299615,182570567937966,95449576052245,76324651329984,65040831000040,48178307000000,99350535000000,0,0,0,722184,14823,77097,228433,288477,49977,21786,13247,8665,19679,0,0,0,471836,8353,39443,107905,207477,46201,21009,13111,8664,19673,0,0,0
2011-08-02,139354,2011-08-02T23:36:17,696774998999999,8592622932639,34834374303389,84254390161306,183535510141338,96222209213019,76528499248258,65053551000050,48093307000000,99660535000000,0,0,0,726998,12287,77089,229477,294012,50343,22135,13267,8647,19741,0,0,0,474293,9244,38403,106230,211049,46533,21327,13126,8646,19735,0,0,0
2011-08-03,139511,2011-08-03T23:53:55,697559998999999,11428204811944,34833882387307,83475091162336,181419287613565,96717960776539,76603088248238,65088642000070,48033307000000,99960535000000,0,0,0,728927,9793,73396,230828,299964,50803,22406,13301,8635,19801,0,0,0,475285,8367,37950,105011,213835,46968,21565,13160,8634,19795,0,0,0
2011-08-04,139640,2011-08-04T23:50:06,698204998999999,8932258218521,34769817860718,87141651745934,180787356048803,97237299531522,75886436594431,65217337000070,47982307000000,100250535000000,0,0,0,732685,10362,66497,234651,305279,51135,22919,13357,8626,19859,0,0,0,478119,8554,37170,105628,215800,47223,22050,13216,8625,19853,0,0,0
2011-08-05,139780,2011-08-05T23:26:26,698904998999999,14834682586283,28896299483118,87194902234789,180799316207720,97419789893588,76351531594431,64855635000070,48077307000000,100475535000000,0,0,0,740815,13425,62008,235241,312839,51964,23425,13364,8645,19904,0,0,0,480821,7461,37270,105195,219068,47524,22538,13223,8644,19898,0,0,0
2011-08-06,139902,2011-08-06T23:53:30,699514998999999,12828366641932,33972858404793,88160466448807,177336273350746,97468225559220,76143236594431,64752830000070,48252207000000,100600535000000,0,0,0,746488,12247,61759,234307,319478,52931,23823,13334,8680,19929,0,0,0,481339,6585,37220,103965,220441,48409,22925,13192,8679,19923,0,0,0
2011-08-07,140028,2011-08-07T23:51:26,700144998999999,12907371036598,37149291959899,86491701888343,176125680135806,96403342384852,77200267594431,64704502000070,48437307000000,100725535000000,0,0,0,754703,12978,58585,230517,332618,53731,24251,13351,8718,19954,0,0,0,484620,7405,35375,105306,222208,49116,23338,13207,8717,19948,0,0,0
2011-08-08,140164,2011-08-08T23:56:10,700824998999999,18282436233787,31209693976210,90339443991280,172847738897051,96882775307170,77186745594431,64513323000070,48717307000000,100845535000000,0,0,0,759424,13478,57406,230208,334824,56638,24787,13341,8764,19978,0,0,0,484635,7881,35026,103017,221003,51929,23848,13196,8763,19972,0,0,0
2011-08-09,140310,2011-08-09T23:49:39,701554998999999,12304717958230,36874493258392,90505438126218,167167181594631,102996326921205,77408284141253,64335373000070,49002649000000,100960535000000,0,0,0,765487,14188,57762,227204,340481,58336,25372,13327,8816,20001,0,0,0,486654,9531,32898,101934,222402,53489,24411,13179,8815,19995,0,0,0
2011-08-10,140462,2011-08-10T23:52:45,702314998999999,9700696383236,38321872154398,92282680261756,166840699942690,103027723116596,77348838141243,64444305000080,49232649000000,101115535000000,0,0,0,770884,11846,61840,220312,348332,60453,25850,13368,8851,20032,0,0,0,490719,10068,33730,100764,223787,55403,24871,13220,8850,20026,0,0,0
2011-08-11,140599,2011-08-11T23:53:45,702999998999999,9118800983331,39141436276454,92472783569053,166267403588118,103543022441720,77484452141243,64148916000080,49487649000000,101335535000000,0,0,0,775478,10328,63259,211643,358599,63025,26302,13357,8889,20076,0,0,0,493930,8511,35174,99586,225395,57793,25305,13208,8888,20070,0,0,0
2011-08-12,140730,2011-08-12T23:59:31,703654998999999,8077838625740,32100689307322,100450880725682,165689045692349,104316920392052,77676871256774,64004569000080,49752649000000,101585535000000,0,0,0,778472,8520,59722,210179,365979,64871,26773,13391,8911,20126,0,0,0,495946,7101,35691,98854,226844,59445,25741,13240,8910,20120,0,0,0
2011-08-13,140860,2011-08-13T23:48:15,704304998999999,7712001364089,30064945619377,103046017773150,164453598440907,105703548545622,77704380256774,64032323000080,49807649000000,101780535000000,0,0,0,783549,9974,55623,209223,372645,66308,27290,13399,8922,20165,0,0,0,498295,6831,35834,97235,229133,60708,26225,13249,8921,20159,0,0,0
2011-08-14,140992,2011-08-14T23:48:50,704964998999999,7991954913611,26148801121152,107145972837569,163913090179194,104857600546770,79051857401623,63952538000080,49912649000000,101990535000000,0,0,0,791164,13849,52069,206807,380252,67848,27783,13406,8943,20207,0,0,0,501545,9061,34763,96061,230616,61959,26688,13254,8942,20201,0,0,0
2011-08-15,141121,2011-08-15T23:47:44,705609998999999,8204806514740,20976719750794,65881913381060,210560412792144,102008997819558,81870235741623,63728729000080,50212649000000,102165535000000,0,0,0,793291,10305,51622,205253,385924,69418,28131,13413,8983,20242,0,0,0,502721,8636,35167,94506,231649,63268,27019,13258,8982,20236,0,0,0
2011-08-16,141268,2011-08-16T23:57:03,706344998999999,8738705156156,18192215880417,67291318777240,210746466474433,85497233970050,99206491741623,63969383000080,50412649000000,102290535000000,0,0,0,797867,11292,48109,204358,391125,71163,29086,13446,9021,20267,0,0,0,505915,9370,34604,94707,231981,64733,27950,13289,9020,20261,0,0,0
2011-08-17,141404,2011-08-17T23:53:29,707024998999999,10687157988610,16141217060162,67688203669528,210608370127453,71426810207392,113598416907126,63786639039728,50627649000000,102460535000000,0,0,0,801849,11130,47522,200137,396564,74149,29543,13439,9064,20301,0,0,0,506613,7250,33874,95068,231999,67395,28388,13281,9063,20295,0,0,0
2011-08-18,141548,2011-08-18T23:38:17,707744998999999,6509698221834,19961390296597,67888117013710,210596631485191,72160897885813,113337320057126,63982760039728,50632649000000,102675535000000,0,0,0,809958,13349,49136,194131,404721,75652,30102,13458,9065,20344,0,0,0,510635,8828,33411,94830,233357,68577,28932,13298,9064,20338,0,0,0
2011-08-19,141679,2011-08-19T23:42:14,708399998999999,11366812906457,15848839380438,67426559900643,210186579419287,72306783296321,113692350057125,63943890039728,50752649000000,102875535000000,0,0,0,816460,13532,53560,188389,410835,76733,30468,13473,9086,20384,0,0,0,511458,7307,34769,93300,234626,69404,29276,13313,9085,20378,0,0,0
2011-08-20,141831,2011-08-20T23:52:31,709159998999999,5443905577600,21898032148925,67439235996387,210586535034879,72567439145354,113341116057126,63965551039728,50917649000000,103000535000000,0,0,0,825311,14551,57121,184995,416250,78521,30842,13503,9119,20409,0,0,0,515295,8556,35288,92517,235505,70929,29637,13342,9118,20403,0,0,0
2011-08-21,141991,2011-08-21T23:58:20,709959998999999,5339336023845,21415705881217,68129836559817,209927791429962,72988345008304,113699110057126,64076690039728,51172649000000,103210535000000,0,0,0,834340,14674,58022,184289,422789,80216,31218,13544,9137,20451,0,0,0,518008,7807,35044,93118,236593,72496,29987,13382,9136,20445,0,0,0
2011-08-22,142160,2011-08-22T23:52:15,710804998999999,6494269525162,19124101055859,69273513469144,209558859113066,73791103689914,113772323107126,63909645039728,51280649000000,103600535000000,0,0,0,844967,17436,62476,177855,429656,82695,31629,13578,9113,20529,0,0,0,520947,8996,34402,91841,237549,74731,30377,13416,9112,20523,0,0,0
2011-08-23,142315,2011-08-23T23:52:14,711579998999999,6948429800501,17563024440159,70227815791515,208461616744962,75625781076008,113666196107126,63584614039728,51611986000000,103890535000000,0,0,0,853918,15256,68908,174274,435421,84833,31911,13612,9116,20587,0,0,0,523391,8311,34244,91755,238663,76642,30632,13448,9115,20581,0,0,0
2011-08-24,142449,2011-08-24T23:56:49,712249998999999,8350208990276,16738673335315,69744932196683,208038859419175,76460315911696,113530557107126,63098621039728,52182296000000,104105535000000,0,0,0,862232,14310,72880,170337,442046,87084,32166,13633,9146,20630,0,0,0,526151,8151,35187,90320,239787,78602,30872,13463,9145,20624,0,0,0
2011-08-25,142584,2011-08-25T23:39:37,712924998999999,13610402903455,19855631159792,67180958753465,208366775361325,74622515675108,109769058107126,62961826039728,52212296000000,104345535000000,0,0,0,871233,15199,73666,167194,450446,88798,32440,13660,9152,20678,0,0,0,528457,8018,34296,90139,241568,80093,31030,13490,9151,20672,0,0,0
2011-08-26,142731,2011-08-26T23:32:27,713659998999999,8146699527915,23451375487233,70456724407913,202510969202002,81105858248082,108860869087126,62779461039728,51792507000000,104555535000000,0,0,0,876245,12521,74046,165545,456872,91326,32489,13665,9061,20720,0,0,0,529140,7680,33700,88772,242314,82341,31064,13495,9060,20714,0,0,0
2011-08-27,142853,2011-08-27T23:35:42,714269998999999,71707148402809,18608054971027,58921450613146,154090246908602,81088864977561,110649488087126,62651676039728,51887534000000,104665535000000,0,0,0,882117,12298,71124,166094,461658,94709,32745,13665,9082,20742,0,0,0,531313,7474,32566,89540,241715,85405,31301,13495,9081,20736,0,0,0
2011-08-28,142969,2011-08-28T23:45:37,714849998999999,4153903246443,86270604886571,58942764227230,150112301110546,85451378902355,110657611587126,62111366039728,52319534000000,104830535000000,0,0,0,889959,12095,70140,164777,468989,97473,32973,13676,9061,20775,0,0,0,533961,6477,33427,88447,243004,87772,31499,13506,9060,20769,0,0,0
2011-08-29,143107,2011-08-29T23:51:52,715539998999999,5532145420497,85794375895127,48895173252461,159695744254656,85004475550404,111081111587126,62021910039728,52509528000000,105005535000000,0,0,0,894648,10212,65978,166798,473785,101108,33185,13694,9078,20810,0,0,0,536350,7498,31901,88599,242272,90978,31697,13524,9077,20804,0,0,0
2011-08-30,143253,2011-08-30T23:52:50,716269998999999,4538409204821,87107884531396,48035084531436,159872592552064,85270728487892,111601102645464,61944134046926,52744528000000,105155535000000,0,0,0,898517,8914,61822,170236,476951,103598,33313,13739,9104,20840,0,0,0,539845,8043,31768,88193,243535,92994,31828,13547,9103,20834,0,0,0
